source,target,source_idx,target_idx,support,string_score,wgcna_tom
ISG15,GAK,0,758,degree_preserving_double_edge_swap,,
ISG15,FAM193A,0,761,degree_preserving_double_edge_swap,,
ISG15,ADD1,0,763,degree_preserving_double_edge_swap,,
ISG15,TBC1D14,0,769,degree_preserving_double_edge_swap,,
ISG15,RAB28,0,773,degree_preserving_double_edge_swap,,
ISG15,STIM2,0,783,degree_preserving_double_edge_swap,,
ISG15,SLAIN2,0,798,degree_preserving_double_edge_swap,,
ISG15,FIP1L1,0,802,degree_preserving_double_edge_swap,,
ISG15,EXOC1,0,806,degree_preserving_double_edge_swap,,
ISG15,MOB1B,0,812,degree_preserving_double_edge_swap,,
ISG15,USO1,0,815,degree_preserving_double_edge_swap,,
ISG15,CCNI,0,818,degree_preserving_double_edge_swap,,
ISG15,HNRNPDL,0,822,degree_preserving_double_edge_swap,,
ISG15,NFKB1,0,846,degree_preserving_double_edge_swap,,
ISG15,RPL34,0,852,degree_preserving_double_edge_swap,,
ISG15,SEC24B,0,853,degree_preserving_double_edge_swap,,
ISG15,SCLT1,0,863,degree_preserving_double_edge_swap,,
ISG15,CLCN3,0,891,degree_preserving_double_edge_swap,,
ISG15,GOLPH3,0,914,degree_preserving_double_edge_swap,,
ISG15,KIF2A,0,937,degree_preserving_double_edge_swap,,
ISG15,POLK,0,949,degree_preserving_double_edge_swap,,
ISG15,TMEM161B-AS1,0,967,degree_preserving_double_edge_swap,,
ISG15,PGGT1B,0,986,degree_preserving_double_edge_swap,,
ISG15,HSD17B4,0,990,degree_preserving_double_edge_swap,,
ISG15,CSNK1G3,0,993,degree_preserving_double_edge_swap,,
ISG15,PPP2CA,0,1002,degree_preserving_double_edge_swap,,
ISG15,NR3C1,0,1016,degree_preserving_double_edge_swap,,
ISG15,RPS14,0,1027,degree_preserving_double_edge_swap,,
ISG15,LYRM4,0,1067,degree_preserving_double_edge_swap,,
ISG15,DEK,0,1083,degree_preserving_double_edge_swap,,
ISG15,TRIM38,0,1089,degree_preserving_double_edge_swap,,
ISG15,DEF6,0,1118,degree_preserving_double_edge_swap,,
ISG15,ELOVL5,0,1138,degree_preserving_double_edge_swap,,
ISG15,ZNF451,0,1140,degree_preserving_double_edge_swap,,
ISG15,LMBRD1,0,1145,degree_preserving_double_edge_swap,,
ISG15,PHIP,0,1153,degree_preserving_double_edge_swap,,
ISG15,SNX14,0,1160,degree_preserving_double_edge_swap,,
ISG15,MDN1,0,1164,degree_preserving_double_edge_swap,,
ISG15,HACE1,0,1171,degree_preserving_double_edge_swap,,
ISG15,PREP,0,1172,degree_preserving_double_edge_swap,,
ISG15,ATG5,0,1173,degree_preserving_double_edge_swap,,
ISG15,SEC63,0,1175,degree_preserving_double_edge_swap,,
ISG15,CD164,0,1179,degree_preserving_double_edge_swap,,
ISG15,TRAF3IP2-AS1,0,1185,degree_preserving_double_edge_swap,,
ISG15,MCM9,0,1190,degree_preserving_double_edge_swap,,
ISG15,NCOA7,0,1195,degree_preserving_double_edge_swap,,
ISG15,SHPRH,0,1217,degree_preserving_double_edge_swap,,
ISG15,UST,0,1219,degree_preserving_double_edge_swap,,
ISG15,TULP4,0,1231,degree_preserving_double_edge_swap,,
ISG15,C1GALT1,0,1254,degree_preserving_double_edge_swap,,
ISG15,FAM126A,0,1265,degree_preserving_double_edge_swap,,
ISG15,OSBPL3,0,1268,degree_preserving_double_edge_swap,,
ISG15,RSBN1L,0,1308,degree_preserving_double_edge_swap,,
ISG15,DMTF1,0,1312,degree_preserving_double_edge_swap,,
ISG15,CASD1,0,1321,degree_preserving_double_edge_swap,,
ISG15,SRPK2,0,1340,degree_preserving_double_edge_swap,,
ISG15,TNPO3,0,1360,degree_preserving_double_edge_swap,,
ISG15,ZC3HAV1,0,1371,degree_preserving_double_edge_swap,,
ISG15,BRAF,0,1376,degree_preserving_double_edge_swap,,
ISG15,CTSB,0,1401,degree_preserving_double_edge_swap,,
ISG15,KIF13B,0,1428,degree_preserving_double_edge_swap,,
ISG15,SLC20A2,0,1437,degree_preserving_double_edge_swap,,
ISG15,RNF19A,0,1478,degree_preserving_double_edge_swap,,
ISG15,EIF3H,0,1491,degree_preserving_double_edge_swap,,
ISG15,PHF20L1,0,1506,degree_preserving_double_edge_swap,,
ISG15,MROH1,0,1514,degree_preserving_double_edge_swap,,
ISG15,PUM3,0,1517,degree_preserving_double_edge_swap,,
ISG15,CDKN2A,0,1534,degree_preserving_double_edge_swap,,
ISG15,UBAP1,0,1542,degree_preserving_double_edge_swap,,
ISG15,CLTA,0,1544,degree_preserving_double_edge_swap,,
ISG15,ZCCHC7,0,1546,degree_preserving_double_edge_swap,,
ISG15,PTAR1,0,1551,degree_preserving_double_edge_swap,,
ISG15,HNRNPK,0,1557,degree_preserving_double_edge_swap,,
ISG15,ERCC6L2,0,1571,degree_preserving_double_edge_swap,,
ISG15,ERP44,0,1577,degree_preserving_double_edge_swap,,
ISG15,RAD23B,0,1581,degree_preserving_double_edge_swap,,
ISG15,TMEM245,0,1582,degree_preserving_double_edge_swap,,
ISG15,CDK5RAP2,0,1595,degree_preserving_double_edge_swap,,
ISG15,RC3H2,0,1601,degree_preserving_double_edge_swap,,
ISG15,RPL35,0,1607,degree_preserving_double_edge_swap,,
ISG15,MAPKAP1,0,1610,degree_preserving_double_edge_swap,,
ISG15,NUP214,0,1619,degree_preserving_double_edge_swap,,
ISG15,WDR37,0,1630,degree_preserving_double_edge_swap,,
ISG15,EPC1,0,1658,degree_preserving_double_edge_swap,,
ISG15,NRP1,0,1661,degree_preserving_double_edge_swap,,
ISG15,ZNF33A,0,1664,degree_preserving_double_edge_swap,,
ISG15,HNRNPH3,0,1677,degree_preserving_double_edge_swap,,
ISG15,ASCC1,0,1684,degree_preserving_double_edge_swap,,
ISG15,CAMK2G,0,1691,degree_preserving_double_edge_swap,,
ISG15,SAMD8,0,1694,degree_preserving_double_edge_swap,,
ISG15,WAPL,0,1702,degree_preserving_double_edge_swap,,
ISG15,LIPA,0,1708,degree_preserving_double_edge_swap,,
ISG15,IFIT1,0,1711,degree_preserving_double_edge_swap,,
ISG15,PCGF5,0,1713,degree_preserving_double_edge_swap,,
ISG15,TNKS2,0,1715,degree_preserving_double_edge_swap,,
ISG15,SLF2,0,1729,degree_preserving_double_edge_swap,,
ISG15,SUFU,0,1735,degree_preserving_double_edge_swap,,
ISG15,TIAL1,0,1751,degree_preserving_double_edge_swap,,
ISG15,WDR11,0,1753,degree_preserving_double_edge_swap,,
ISG15,RPLP2,0,1763,degree_preserving_double_edge_swap,,
ISG15,NAP1L4,0,1769,degree_preserving_double_edge_swap,,
ISG15,PIK3C2A,0,1788,degree_preserving_double_edge_swap,,
ISG15,SERGEF,0,1789,degree_preserving_double_edge_swap,,
ISG15,HIPK3,0,1796,degree_preserving_double_edge_swap,,
ISG15,AMBRA1,0,1805,degree_preserving_double_edge_swap,,
ISG15,DDB2,0,1808,degree_preserving_double_edge_swap,,
ISG15,MARK2,0,1821,degree_preserving_double_edge_swap,,
ISG15,KMT5B,0,1830,degree_preserving_double_edge_swap,,
ISG15,ARRB1,0,1839,degree_preserving_double_edge_swap,,
ISG15,CUL5,0,1862,degree_preserving_double_edge_swap,,
ISG15,SIK3,0,1872,degree_preserving_double_edge_swap,,
ISG15,ARHGEF12,0,1878,degree_preserving_double_edge_swap,,
ISG15,ERC1,0,1891,degree_preserving_double_edge_swap,,
ISG15,TIGAR,0,1895,degree_preserving_double_edge_swap,,
ISG15,YAF2,0,1936,degree_preserving_double_edge_swap,,
ISG15,SCAF11,0,1941,degree_preserving_double_edge_swap,,
ISG15,ZDHHC17,0,1986,degree_preserving_double_edge_swap,,
ISG15,VEZT,0,1998,degree_preserving_double_edge_swap,,
ISG15,CDK17,0,2000,degree_preserving_double_edge_swap,,
ISG15,VPS29,0,2021,degree_preserving_double_edge_swap,,
ISG15,RPL6,0,2026,degree_preserving_double_edge_swap,,
ISG15,FBXW8,0,2029,degree_preserving_double_edge_swap,,
ISG15,SPPL3,0,2031,degree_preserving_double_edge_swap,,
ISG15,KDM2B,0,2035,degree_preserving_double_edge_swap,,
ISG15,RSRC2,0,2038,degree_preserving_double_edge_swap,,
ISG15,NCOR2,0,2041,degree_preserving_double_edge_swap,,
ISG15,SFSWAP,0,2044,degree_preserving_double_edge_swap,,
ISG15,XPO4,0,2050,degree_preserving_double_edge_swap,,
ISG15,PARP4,0,2054,degree_preserving_double_edge_swap,,
ISG15,RPL21,0,2057,degree_preserving_double_edge_swap,,
ISG15,AKAP11,0,2073,degree_preserving_double_edge_swap,,
ISG15,PHF11,0,2088,degree_preserving_double_edge_swap,,
ISG15,KPNA3,0,2089,degree_preserving_double_edge_swap,,
ISG15,INTS6,0,2095,degree_preserving_double_edge_swap,,
ISG15,PIBF1,0,2100,degree_preserving_double_edge_swap,,
ISG15,TM9SF2,0,2115,degree_preserving_double_edge_swap,,
ISG15,TUBGCP3,0,2128,degree_preserving_double_edge_swap,,
ISG15,RTN1,0,2177,degree_preserving_double_edge_swap,,
ISG15,MNAT1,0,2179,degree_preserving_double_edge_swap,,
ISG15,PPP2R5E,0,2183,degree_preserving_double_edge_swap,,
ISG15,DCAF5,0,2191,degree_preserving_double_edge_swap,,
ISG15,YLPM1,0,2200,degree_preserving_double_edge_swap,,
ISG15,ZC3H14,0,2213,degree_preserving_double_edge_swap,,
ISG15,TTC7B,0,2216,degree_preserving_double_edge_swap,,
ISG15,EVL,0,2230,degree_preserving_double_edge_swap,,
ISG15,DYNC1H1,0,2234,degree_preserving_double_edge_swap,,
ISG15,HSP90AA1,0,2235,degree_preserving_double_edge_swap,,
ISG15,GANC,0,2264,degree_preserving_double_edge_swap,,
ISG15,UBR1,0,2268,degree_preserving_double_edge_swap,,
ISG15,CASC4,0,2271,degree_preserving_double_edge_swap,,
ISG15,SECISBP2L,0,2275,degree_preserving_double_edge_swap,,
ISG15,TRPM7,0,2279,degree_preserving_double_edge_swap,,
ISG15,SPPL2A,0,2280,degree_preserving_double_edge_swap,,
ISG15,SNX1,0,2302,degree_preserving_double_edge_swap,,
ISG15,MAP2K1,0,2309,degree_preserving_double_edge_swap,,
ISG15,RPLP1,0,2315,degree_preserving_double_edge_swap,,
ISG15,TBC1D2B,0,2328,degree_preserving_double_edge_swap,,
ISG15,TXNDC11,0,2361,degree_preserving_double_edge_swap,,
ISG15,ZC3H7A,0,2362,degree_preserving_double_edge_swap,,
ISG15,CPPED1,0,2365,degree_preserving_double_edge_swap,,
ISG15,SMG1,0,2370,degree_preserving_double_edge_swap,,
ISG15,RBBP6,0,2379,degree_preserving_double_edge_swap,,
ISG15,ITFG1,0,2389,degree_preserving_double_edge_swap,,
ISG15,PHKB,0,2390,degree_preserving_double_edge_swap,,
ISG15,FTO,0,2399,degree_preserving_double_edge_swap,,
ISG15,PAFAH1B1,0,2440,degree_preserving_double_edge_swap,,
ISG15,EIF4A1,0,2451,degree_preserving_double_edge_swap,,
ISG15,STX8,0,2455,degree_preserving_double_edge_swap,,
ISG15,GAS7,0,2456,degree_preserving_double_edge_swap,,
ISG15,AKAP10,0,2466,degree_preserving_double_edge_swap,,
ISG15,USP22,0,2468,degree_preserving_double_edge_swap,,
ISG15,TAF15,0,2489,degree_preserving_double_edge_swap,,
ISG15,CDC27,0,2516,degree_preserving_double_edge_swap,,
ISG15,MBTD1,0,2524,degree_preserving_double_edge_swap,,
ISG15,MED13,0,2533,degree_preserving_double_edge_swap,,
ISG15,TLK2,0,2534,degree_preserving_double_edge_swap,,
ISG15,GRB2,0,2550,degree_preserving_double_edge_swap,,
ISG15,PPP4R1,0,2582,degree_preserving_double_edge_swap,,
ISG15,SPIRE1,0,2585,degree_preserving_double_edge_swap,,
ISG15,SS18,0,2595,degree_preserving_double_edge_swap,,
ISG15,ELP2,0,2603,degree_preserving_double_edge_swap,,
ISG15,PSTPIP2,0,2608,degree_preserving_double_edge_swap,,
ISG15,MBD2,0,2616,degree_preserving_double_edge_swap,,
ISG15,OAZ1,0,2643,degree_preserving_double_edge_swap,,
ISG15,LSM14A,0,2680,degree_preserving_double_edge_swap,,
ISG15,CSNK2A1,0,2718,degree_preserving_double_edge_swap,,
ISG15,TRPC4AP,0,2759,degree_preserving_double_edge_swap,,
ISG15,CTNNBL1,0,2767,degree_preserving_double_edge_swap,,
ISG15,RALGAPB,0,2768,degree_preserving_double_edge_swap,,
ISG15,TOP1,0,2769,degree_preserving_double_edge_swap,,
ISG15,NCOA3,0,2774,degree_preserving_double_edge_swap,,
ISG15,ARFGEF2,0,2775,degree_preserving_double_edge_swap,,
ISG15,IFNAR1,0,2805,degree_preserving_double_edge_swap,,
ISG15,HMGN1,0,2816,degree_preserving_double_edge_swap,,
ISG15,AGPAT3,0,2821,degree_preserving_double_edge_swap,,
ISG15,TRAPPC10,0,2822,degree_preserving_double_edge_swap,,
ISG15,ITGB2,0,2826,degree_preserving_double_edge_swap,,
ISG15,PITPNB,0,2839,degree_preserving_double_edge_swap,,
ISG15,RPL3,0,2854,degree_preserving_double_edge_swap,,
ISG15,PDK3,0,2885,degree_preserving_double_edge_swap,,
ISG15,EDA,0,2906,degree_preserving_double_edge_swap,,
ISG15,HDAC8,0,2909,degree_preserving_double_edge_swap,,
ISG15,ABCB7,0,2912,degree_preserving_double_edge_swap,,
ISG15,THOC2,0,2928,degree_preserving_double_edge_swap,,
ISG15,ATP11C,0,2935,degree_preserving_double_edge_swap,,
ISG15,MECP2,0,2940,degree_preserving_double_edge_swap,,
ISG15,RPL10,0,2941,degree_preserving_double_edge_swap,,
GNB1,SRSF4,1,52,degree_preserving_double_edge_swap,,
GNB1,PRKACB,1,123,degree_preserving_double_edge_swap,,
GNB1,GON4L,1,192,degree_preserving_double_edge_swap,,
GNB1,ASXL2,1,303,degree_preserving_double_edge_swap,,
GNB1,FOXN2,1,338,degree_preserving_double_edge_swap,,
GNB1,TGOLN2,1,385,degree_preserving_double_edge_swap,,
GNB1,TMEM131,1,393,degree_preserving_double_edge_swap,,
GNB1,CCDC93,1,411,degree_preserving_double_edge_swap,,
GNB1,GSK3B,1,650,degree_preserving_double_edge_swap,,
GNB1,TAPT1,1,776,degree_preserving_double_edge_swap,,
GNB1,LCORL,1,779,degree_preserving_double_edge_swap,,
GNB1,AC104123.1,1,973,degree_preserving_double_edge_swap,,
GNB1,ANKHD1,1,1012,degree_preserving_double_edge_swap,,
GNB1,SERPINB6,1,1063,degree_preserving_double_edge_swap,,
GNB1,CARMIL1,1,1088,degree_preserving_double_edge_swap,,
GNB1,ZNF451,1,1140,degree_preserving_double_edge_swap,,
GNB1,TAX1BP1,1,1272,degree_preserving_double_edge_swap,,
GNB1,TRRAP,1,1327,degree_preserving_double_edge_swap,,
GNB1,DPP6,1,1386,degree_preserving_double_edge_swap,,
GNB1,PHF20L1,1,1506,degree_preserving_double_edge_swap,,
GNB1,HMGA1P4,1,1614,degree_preserving_double_edge_swap,,
GNB1,ADK,1,1692,degree_preserving_double_edge_swap,,
GNB1,TNKS2,1,1715,degree_preserving_double_edge_swap,,
GNB1,FBXW4,1,1731,degree_preserving_double_edge_swap,,
GNB1,EIF3A,1,1748,degree_preserving_double_edge_swap,,
GNB1,TIAL1,1,1751,degree_preserving_double_edge_swap,,
GNB1,HIPK3,1,1796,degree_preserving_double_edge_swap,,
GNB1,ZDHHC17,1,1986,degree_preserving_double_edge_swap,,
GNB1,SCARB1,1,2042,degree_preserving_double_edge_swap,,
GNB1,VWA8,1,2072,degree_preserving_double_edge_swap,,
GNB1,DCAF5,1,2191,degree_preserving_double_edge_swap,,
GNB1,NUMB,1,2198,degree_preserving_double_edge_swap,,
GNB1,SPPL2A,1,2280,degree_preserving_double_edge_swap,,
GNB1,SNX1,1,2302,degree_preserving_double_edge_swap,,
GNB1,MOSMO,1,2375,degree_preserving_double_edge_swap,,
GNB1,STRADA,1,2538,degree_preserving_double_edge_swap,,
GNB1,RPL18,1,2705,degree_preserving_double_edge_swap,,
GNB1,CSNK2A1,1,2718,degree_preserving_double_edge_swap,,
GNB1,CYBB,1,2890,degree_preserving_double_edge_swap,,
GNB1,XIAP,1,2929,degree_preserving_double_edge_swap,,
SKI,SPEN,2,19,degree_preserving_double_edge_swap,,
SKI,USP48,2,30,degree_preserving_double_edge_swap,,
SKI,AGO3,2,67,degree_preserving_double_edge_swap,,
SKI,RC3H1,2,211,degree_preserving_double_edge_swap,,
SKI,VPS54,2,357,degree_preserving_double_edge_swap,,
SKI,CCDC93,2,411,degree_preserving_double_edge_swap,,
SKI,TOP2B,2,562,degree_preserving_double_edge_swap,,
SKI,PAK2,2,750,degree_preserving_double_edge_swap,,
SKI,KIF2A,2,937,degree_preserving_double_edge_swap,,
SKI,RPS14,2,1027,degree_preserving_double_edge_swap,,
SKI,LMBRD1,2,1145,degree_preserving_double_edge_swap,,
SKI,HIBADH,2,1271,degree_preserving_double_edge_swap,,
SKI,WASL,2,1357,degree_preserving_double_edge_swap,,
SKI,BRAF,2,1376,degree_preserving_double_edge_swap,,
SKI,YWHAZ,2,1480,degree_preserving_double_edge_swap,,
SKI,ZNF706,2,1481,degree_preserving_double_edge_swap,,
SKI,SMC5,2,1552,degree_preserving_double_edge_swap,,
SKI,RAD23B,2,1581,degree_preserving_double_edge_swap,,
SKI,MAPKAP1,2,1610,degree_preserving_double_edge_swap,,
SKI,SHOC2,2,1740,degree_preserving_double_edge_swap,,
SKI,NUP160,2,1812,degree_preserving_double_edge_swap,,
SKI,KMT5B,2,1830,degree_preserving_double_edge_swap,,
SKI,TMEM135,2,1852,degree_preserving_double_edge_swap,,
SKI,SESN3,2,1857,degree_preserving_double_edge_swap,,
SKI,RAB39A,2,1861,degree_preserving_double_edge_swap,,
SKI,PCBP2,2,1954,degree_preserving_double_edge_swap,,
SKI,FBXO34,2,2168,degree_preserving_double_edge_swap,,
SKI,EIF2AK4,2,2256,degree_preserving_double_edge_swap,,
SKI,ETFA,2,2325,degree_preserving_double_edge_swap,,
SKI,YWHAE,2,2435,degree_preserving_double_edge_swap,,
SKI,EIF4A1,2,2451,degree_preserving_double_edge_swap,,
SKI,RPL26,2,2453,degree_preserving_double_edge_swap,,
SKI,ME2,2,2614,degree_preserving_double_edge_swap,,
SKI,RPS9,2,2713,degree_preserving_double_edge_swap,,
SKI,ZMYND8,2,2773,degree_preserving_double_edge_swap,,
SKI,EWSR1,2,2841,degree_preserving_double_edge_swap,,
SKI,PACSIN2,2,2860,degree_preserving_double_edge_swap,,
SKI,LAMP2,2,2927,degree_preserving_double_edge_swap,,
CAMTA1,RBBP4,3,59,degree_preserving_double_edge_swap,,
CAMTA1,OSBPL9,3,93,degree_preserving_double_edge_swap,,
CAMTA1,ZRANB2,3,114,degree_preserving_double_edge_swap,,
CAMTA1,ARHGEF2,3,193,degree_preserving_double_edge_swap,,
CAMTA1,CAMSAP2,3,238,degree_preserving_double_edge_swap,,
CAMTA1,HADHB,3,305,degree_preserving_double_edge_swap,,
CAMTA1,R3HDM1,3,427,degree_preserving_double_edge_swap,,
CAMTA1,RPL37A,3,509,degree_preserving_double_edge_swap,,
CAMTA1,DCP1A,3,611,degree_preserving_double_edge_swap,,
CAMTA1,RBM27,3,1019,degree_preserving_double_edge_swap,,
CAMTA1,HNRNPH1,3,1052,degree_preserving_double_edge_swap,,
CAMTA1,SRPK2,3,1340,degree_preserving_double_edge_swap,,
CAMTA1,KDM4C,3,1525,degree_preserving_double_edge_swap,,
CAMTA1,CDK5RAP2,3,1595,degree_preserving_double_edge_swap,,
CAMTA1,REEP3,3,1675,degree_preserving_double_edge_swap,,
CAMTA1,ASCC1,3,1684,degree_preserving_double_edge_swap,,
CAMTA1,WAPL,3,1702,degree_preserving_double_edge_swap,,
CAMTA1,ZFC3H1,3,1982,degree_preserving_double_edge_swap,,
CAMTA1,HECTD1,3,2143,degree_preserving_double_edge_swap,,
CAMTA1,TMOD2,3,2284,degree_preserving_double_edge_swap,,
CAMTA1,ZC3H7A,3,2362,degree_preserving_double_edge_swap,,
CAMTA1,RHBDF2,3,2556,degree_preserving_double_edge_swap,,
CAMTA1,STX16,3,2783,degree_preserving_double_edge_swap,,
CAMTA1,IL10RB,3,2804,degree_preserving_double_edge_swap,,
MIR34AHG,FAM172A,5,969,degree_preserving_double_edge_swap,,
MIR34AHG,HLA-A,5,1091,degree_preserving_double_edge_swap,,
MIR34AHG,AHI1,5,1204,degree_preserving_double_edge_swap,,
MIR34AHG,FUBP3,5,1617,degree_preserving_double_edge_swap,,
MIR34AHG,ATE1,5,1754,degree_preserving_double_edge_swap,,
MIR34AHG,VWA8,5,2072,degree_preserving_double_edge_swap,,
MIR34AHG,GNG2,5,2165,degree_preserving_double_edge_swap,,
MIR34AHG,SPRED1,5,2255,degree_preserving_double_edge_swap,,
MIR34AHG,ADPGK,5,2321,degree_preserving_double_edge_swap,,
MIR34AHG,GPATCH8,5,2508,degree_preserving_double_edge_swap,,
MIR34AHG,MAPK1,5,2835,degree_preserving_double_edge_swap,,
PIK3CD,EYA3,6,48,degree_preserving_double_edge_swap,,
PIK3CD,KHDRBS1,6,56,degree_preserving_double_edge_swap,,
PIK3CD,JUN,6,101,degree_preserving_double_edge_swap,,
PIK3CD,CEPT1,6,150,degree_preserving_double_edge_swap,,
PIK3CD,ARHGEF2,6,193,degree_preserving_double_edge_swap,,
PIK3CD,CDC73,6,233,degree_preserving_double_edge_swap,,
PIK3CD,ASXL2,6,303,degree_preserving_double_edge_swap,,
PIK3CD,PPP1CB,6,308,degree_preserving_double_edge_swap,,
PIK3CD,PTPN4,6,413,degree_preserving_double_edge_swap,,
PIK3CD,TLK1,6,460,degree_preserving_double_edge_swap,,
PIK3CD,NFE2L2,6,470,degree_preserving_double_edge_swap,,
PIK3CD,CUL3,6,515,degree_preserving_double_edge_swap,,
PIK3CD,HDLBP,6,539,degree_preserving_double_edge_swap,,
PIK3CD,UBE2K,6,792,degree_preserving_double_edge_swap,,
PIK3CD,CXCL10,6,816,degree_preserving_double_edge_swap,,
PIK3CD,CCNI,6,818,degree_preserving_double_edge_swap,,
PIK3CD,RPL34,6,852,degree_preserving_double_edge_swap,,
PIK3CD,SERINC5,6,958,degree_preserving_double_edge_swap,,
PIK3CD,ANKHD1,6,1012,degree_preserving_double_edge_swap,,
PIK3CD,CANX,6,1053,degree_preserving_double_edge_swap,,
PIK3CD,PRPF4B,6,1065,degree_preserving_double_edge_swap,,
PIK3CD,DOP1A,6,1158,degree_preserving_double_edge_swap,,
PIK3CD,MDN1,6,1164,degree_preserving_double_edge_swap,,
PIK3CD,TNPO3,6,1360,degree_preserving_double_edge_swap,,
PIK3CD,BRAF,6,1376,degree_preserving_double_edge_swap,,
PIK3CD,KIF13B,6,1428,degree_preserving_double_edge_swap,,
PIK3CD,CDC14B,6,1572,degree_preserving_double_edge_swap,,
PIK3CD,KIF5B,6,1657,degree_preserving_double_edge_swap,,
PIK3CD,MAPK8,6,1668,degree_preserving_double_edge_swap,,
PIK3CD,RPS24,6,1696,degree_preserving_double_edge_swap,,
PIK3CD,SLF2,6,1729,degree_preserving_double_edge_swap,,
PIK3CD,GRK5,6,1749,degree_preserving_double_edge_swap,,
PIK3CD,USP47,6,1780,degree_preserving_double_edge_swap,,
PIK3CD,MARK2,6,1821,degree_preserving_double_edge_swap,,
PIK3CD,RPS3,6,1840,degree_preserving_double_edge_swap,,
PIK3CD,DERA,6,1914,degree_preserving_double_edge_swap,,
PIK3CD,SLC38A2,6,1942,degree_preserving_double_edge_swap,,
PIK3CD,ATF7,6,1955,degree_preserving_double_edge_swap,,
PIK3CD,CDK17,6,2000,degree_preserving_double_edge_swap,,
