source,target,source_idx,target_idx,support,string_score,wgcna_tom
ISG15,OXSR1,0,579,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TRAK1,0,585,strict_degree_preserving_overlap_reducing_swap,,
ISG15,RBM6,0,603,strict_degree_preserving_overlap_reducing_swap,,
ISG15,RBM5,0,604,strict_degree_preserving_overlap_reducing_swap,,
ISG15,DCP1A,0,611,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PPP4R2,0,632,strict_degree_preserving_overlap_reducing_swap,,
ISG15,GSK3B,0,650,strict_degree_preserving_overlap_reducing_swap,,
ISG15,HCLS1,0,652,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ITGB5,0,665,strict_degree_preserving_overlap_reducing_swap,,
ISG15,MGLL,0,669,strict_degree_preserving_overlap_reducing_swap,,
ISG15,EEFSEC,0,671,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ZBTB38,0,687,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ATR,0,692,strict_degree_preserving_overlap_reducing_swap,,
ISG15,DHX36,0,702,strict_degree_preserving_overlap_reducing_swap,,
ISG15,OPA1,0,745,strict_degree_preserving_overlap_reducing_swap,,
ISG15,DLG1,0,752,strict_degree_preserving_overlap_reducing_swap,,
ISG15,FAM193A,0,761,strict_degree_preserving_overlap_reducing_swap,,
ISG15,STX18,0,766,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TBC1D14,0,769,strict_degree_preserving_overlap_reducing_swap,,
ISG15,RAB28,0,773,strict_degree_preserving_overlap_reducing_swap,,
ISG15,EXOC1,0,806,strict_degree_preserving_overlap_reducing_swap,,
ISG15,MOB1B,0,812,strict_degree_preserving_overlap_reducing_swap,,
ISG15,USO1,0,815,strict_degree_preserving_overlap_reducing_swap,,
ISG15,CCNI,0,818,strict_degree_preserving_overlap_reducing_swap,,
ISG15,HNRNPDL,0,822,strict_degree_preserving_overlap_reducing_swap,,
ISG15,NFKB1,0,846,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SEC24B,0,853,strict_degree_preserving_overlap_reducing_swap,,
ISG15,NAA15,0,865,strict_degree_preserving_overlap_reducing_swap,,
ISG15,RAPGEF2,0,884,strict_degree_preserving_overlap_reducing_swap,,
ISG15,NEK1,0,890,strict_degree_preserving_overlap_reducing_swap,,
ISG15,CLCN3,0,891,strict_degree_preserving_overlap_reducing_swap,,
ISG15,IRF2,0,897,strict_degree_preserving_overlap_reducing_swap,,
ISG15,GOLPH3,0,914,strict_degree_preserving_overlap_reducing_swap,,
ISG15,POLK,0,949,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ATG10,0,962,strict_degree_preserving_overlap_reducing_swap,,
ISG15,LNPEP,0,975,strict_degree_preserving_overlap_reducing_swap,,
ISG15,HSD17B4,0,990,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SNX24,0,992,strict_degree_preserving_overlap_reducing_swap,,
ISG15,CSNK1G3,0,993,strict_degree_preserving_overlap_reducing_swap,,
ISG15,AFF4,0,1001,strict_degree_preserving_overlap_reducing_swap,,
ISG15,KDM3B,0,1007,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ANKHD1,0,1012,strict_degree_preserving_overlap_reducing_swap,,
ISG15,NDFIP1,0,1015,strict_degree_preserving_overlap_reducing_swap,,
ISG15,NR3C1,0,1016,strict_degree_preserving_overlap_reducing_swap,,
ISG15,LYRM4,0,1067,strict_degree_preserving_overlap_reducing_swap,,
ISG15,DEK,0,1083,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TRIM38,0,1089,strict_degree_preserving_overlap_reducing_swap,,
ISG15,DDX39B,0,1097,strict_degree_preserving_overlap_reducing_swap,,
ISG15,DEF6,0,1118,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SUPT3H,0,1134,strict_degree_preserving_overlap_reducing_swap,,
ISG15,LMBRD1,0,1145,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PHIP,0,1153,strict_degree_preserving_overlap_reducing_swap,,
ISG15,HACE1,0,1171,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PREP,0,1172,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ATG5,0,1173,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SEC63,0,1175,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TRAF3IP2-AS1,0,1185,strict_degree_preserving_overlap_reducing_swap,,
ISG15,MCM9,0,1190,strict_degree_preserving_overlap_reducing_swap,,
ISG15,NCOA7,0,1195,strict_degree_preserving_overlap_reducing_swap,,
ISG15,BCLAF1,0,1205,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PHACTR2,0,1214,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SHPRH,0,1217,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TULP4,0,1231,strict_degree_preserving_overlap_reducing_swap,,
ISG15,FAM126A,0,1265,strict_degree_preserving_overlap_reducing_swap,,
ISG15,OSBPL3,0,1268,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SEPTIN7,0,1280,strict_degree_preserving_overlap_reducing_swap,,
ISG15,IKZF1,0,1290,strict_degree_preserving_overlap_reducing_swap,,
ISG15,BAZ1B,0,1299,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SAMD9L,0,1319,strict_degree_preserving_overlap_reducing_swap,,
ISG15,CASD1,0,1321,strict_degree_preserving_overlap_reducing_swap,,
ISG15,BRI3,0,1326,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SRPK2,0,1340,strict_degree_preserving_overlap_reducing_swap,,
ISG15,NRF1,0,1362,strict_degree_preserving_overlap_reducing_swap,,
ISG15,MKLN1,0,1366,strict_degree_preserving_overlap_reducing_swap,,
ISG15,EXOC4,0,1368,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ZC3HAV1,0,1371,strict_degree_preserving_overlap_reducing_swap,,
ISG15,UBN2,0,1372,strict_degree_preserving_overlap_reducing_swap,,
ISG15,BRAF,0,1376,strict_degree_preserving_overlap_reducing_swap,,
ISG15,MSRA,0,1399,strict_degree_preserving_overlap_reducing_swap,,
ISG15,CTSB,0,1401,strict_degree_preserving_overlap_reducing_swap,,
ISG15,KIF13B,0,1428,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TACC1,0,1432,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SLC20A2,0,1437,strict_degree_preserving_overlap_reducing_swap,,
ISG15,RAB2A,0,1454,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PDE7A,0,1458,strict_degree_preserving_overlap_reducing_swap,,
ISG15,GDAP1,0,1466,strict_degree_preserving_overlap_reducing_swap,,
ISG15,UBR5,0,1482,strict_degree_preserving_overlap_reducing_swap,,
ISG15,EIF3H,0,1491,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PHF20L1,0,1506,strict_degree_preserving_overlap_reducing_swap,,
ISG15,MROH1,0,1514,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PUM3,0,1517,strict_degree_preserving_overlap_reducing_swap,,
ISG15,KIAA2026,0,1523,strict_degree_preserving_overlap_reducing_swap,,
ISG15,CNTLN,0,1529,strict_degree_preserving_overlap_reducing_swap,,
ISG15,CDKN2A,0,1534,strict_degree_preserving_overlap_reducing_swap,,
ISG15,CLTA,0,1544,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ZCCHC7,0,1546,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ERCC6L2,0,1571,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ERP44,0,1577,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TMEM245,0,1582,strict_degree_preserving_overlap_reducing_swap,,
ISG15,CDK5RAP2,0,1595,strict_degree_preserving_overlap_reducing_swap,,
ISG15,MAPKAP1,0,1610,strict_degree_preserving_overlap_reducing_swap,,
ISG15,NUP214,0,1619,strict_degree_preserving_overlap_reducing_swap,,
ISG15,WDR37,0,1630,strict_degree_preserving_overlap_reducing_swap,,
ISG15,EPC1,0,1658,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ITGB1,0,1660,strict_degree_preserving_overlap_reducing_swap,,
ISG15,NRP1,0,1661,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ZNF33A,0,1664,strict_degree_preserving_overlap_reducing_swap,,
ISG15,WAPL,0,1702,strict_degree_preserving_overlap_reducing_swap,,
ISG15,LIPA,0,1708,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SLF2,0,1729,strict_degree_preserving_overlap_reducing_swap,,
ISG15,FBXW4,0,1731,strict_degree_preserving_overlap_reducing_swap,,
ISG15,NT5C2,0,1738,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SHOC2,0,1740,strict_degree_preserving_overlap_reducing_swap,,
ISG15,GRK5,0,1749,strict_degree_preserving_overlap_reducing_swap,,
ISG15,WDR11,0,1753,strict_degree_preserving_overlap_reducing_swap,,
ISG15,NAP1L4,0,1769,strict_degree_preserving_overlap_reducing_swap,,
ISG15,C11orf58,0,1787,strict_degree_preserving_overlap_reducing_swap,,
ISG15,KMT5B,0,1830,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PPFIA1,0,1832,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ARRB1,0,1839,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SIK3,0,1872,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ARHGEF12,0,1878,strict_degree_preserving_overlap_reducing_swap,,
ISG15,GRAMD1B,0,1881,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ERC1,0,1891,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TIGAR,0,1895,strict_degree_preserving_overlap_reducing_swap,,
ISG15,DERA,0,1914,strict_degree_preserving_overlap_reducing_swap,,
ISG15,AEBP2,0,1916,strict_degree_preserving_overlap_reducing_swap,,
ISG15,FGFR1OP2,0,1924,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TM7SF3,0,1925,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ANO6,0,1939,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SCAF11,0,1941,strict_degree_preserving_overlap_reducing_swap,,
ISG15,EIF4B,0,1953,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ATF7,0,1955,strict_degree_preserving_overlap_reducing_swap,,
ISG15,MON2,0,1968,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ZDHHC17,0,1986,strict_degree_preserving_overlap_reducing_swap,,
ISG15,VEZT,0,1998,strict_degree_preserving_overlap_reducing_swap,,
ISG15,VPS29,0,2021,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SCARB1,0,2042,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SFSWAP,0,2044,strict_degree_preserving_overlap_reducing_swap,,
ISG15,XPO4,0,2050,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ZDHHC20,0,2051,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PHF11,0,2088,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TRIM13,0,2091,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PIBF1,0,2100,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PCCA,0,2117,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TUBGCP3,0,2128,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SNX6,0,2148,strict_degree_preserving_overlap_reducing_swap,,
ISG15,NEMF,0,2160,strict_degree_preserving_overlap_reducing_swap,,
ISG15,NIN,0,2163,strict_degree_preserving_overlap_reducing_swap,,
ISG15,FBXO34,0,2168,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TMEM260,0,2171,strict_degree_preserving_overlap_reducing_swap,,
ISG15,RTN1,0,2177,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PPP2R5E,0,2183,strict_degree_preserving_overlap_reducing_swap,,
ISG15,YLPM1,0,2200,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ZC3H14,0,2213,strict_degree_preserving_overlap_reducing_swap,,
ISG15,EVL,0,2230,strict_degree_preserving_overlap_reducing_swap,,
ISG15,HSP90AA1,0,2235,strict_degree_preserving_overlap_reducing_swap,,
ISG15,RCOR1,0,2237,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TRAF3,0,2238,strict_degree_preserving_overlap_reducing_swap,,
ISG15,AQR,0,2252,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SPRED1,0,2255,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PDIA3,0,2269,strict_degree_preserving_overlap_reducing_swap,,
ISG15,CASC4,0,2271,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TRPM7,0,2279,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SNX1,0,2302,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TRIP4,0,2304,strict_degree_preserving_overlap_reducing_swap,,
ISG15,MAP2K1,0,2309,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TBC1D2B,0,2328,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SMG1,0,2370,strict_degree_preserving_overlap_reducing_swap,,
ISG15,VPS35L,0,2373,strict_degree_preserving_overlap_reducing_swap,,
ISG15,RBBP6,0,2379,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ITFG1,0,2389,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PHKB,0,2390,strict_degree_preserving_overlap_reducing_swap,,
ISG15,FTO,0,2399,strict_degree_preserving_overlap_reducing_swap,,
ISG15,CNOT1,0,2404,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SMG6,0,2439,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PAFAH1B1,0,2440,strict_degree_preserving_overlap_reducing_swap,,
ISG15,EIF4A1,0,2451,strict_degree_preserving_overlap_reducing_swap,,
ISG15,STX8,0,2455,strict_degree_preserving_overlap_reducing_swap,,
ISG15,GAS7,0,2456,strict_degree_preserving_overlap_reducing_swap,,
ISG15,AKAP10,0,2466,strict_degree_preserving_overlap_reducing_swap,,
ISG15,USP22,0,2468,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SUZ12,0,2483,strict_degree_preserving_overlap_reducing_swap,,
ISG15,DNAJC7,0,2503,strict_degree_preserving_overlap_reducing_swap,,
ISG15,GPATCH8,0,2508,strict_degree_preserving_overlap_reducing_swap,,
ISG15,MAP3K14,0,2511,strict_degree_preserving_overlap_reducing_swap,,
ISG15,CDC27,0,2516,strict_degree_preserving_overlap_reducing_swap,,
ISG15,MED13,0,2533,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TLK2,0,2534,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PECAM1,0,2540,strict_degree_preserving_overlap_reducing_swap,,
ISG15,HELZ,0,2545,strict_degree_preserving_overlap_reducing_swap,,
ISG15,GRB2,0,2550,strict_degree_preserving_overlap_reducing_swap,,
ISG15,RPTOR,0,2566,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SPIRE1,0,2585,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ME2,0,2614,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SUGP2,0,2673,strict_degree_preserving_overlap_reducing_swap,,
ISG15,LSM14A,0,2680,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TYROBP,0,2687,strict_degree_preserving_overlap_reducing_swap,,
ISG15,RPL13A,0,2708,strict_degree_preserving_overlap_reducing_swap,,
ISG15,CSNK2A1,0,2718,strict_degree_preserving_overlap_reducing_swap,,
ISG15,SLX4IP,0,2735,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ASXL1,0,2753,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TRPC4AP,0,2759,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TOP1,0,2769,strict_degree_preserving_overlap_reducing_swap,,
ISG15,NCOA3,0,2774,strict_degree_preserving_overlap_reducing_swap,,
ISG15,STAU1,0,2776,strict_degree_preserving_overlap_reducing_swap,,
ISG15,HMGN1,0,2816,strict_degree_preserving_overlap_reducing_swap,,
ISG15,TRAPPC10,0,2822,strict_degree_preserving_overlap_reducing_swap,,
ISG15,EWSR1,0,2841,strict_degree_preserving_overlap_reducing_swap,,
ISG15,PDK3,0,2885,strict_degree_preserving_overlap_reducing_swap,,
ISG15,HDAC8,0,2909,strict_degree_preserving_overlap_reducing_swap,,
ISG15,CHM,0,2917,strict_degree_preserving_overlap_reducing_swap,,
ISG15,THOC2,0,2928,strict_degree_preserving_overlap_reducing_swap,,
ISG15,ATP11C,0,2935,strict_degree_preserving_overlap_reducing_swap,,
ISG15,MECP2,0,2940,strict_degree_preserving_overlap_reducing_swap,,
ISG15,RPL10,0,2941,strict_degree_preserving_overlap_reducing_swap,,
GNB1,SRSF4,1,52,strict_degree_preserving_overlap_reducing_swap,,
GNB1,CSDE1,1,161,strict_degree_preserving_overlap_reducing_swap,,
GNB1,CAMSAP2,1,238,strict_degree_preserving_overlap_reducing_swap,,
GNB1,ATAD2B,1,297,strict_degree_preserving_overlap_reducing_swap,,
GNB1,ASXL2,1,303,strict_degree_preserving_overlap_reducing_swap,,
GNB1,FOXN2,1,338,strict_degree_preserving_overlap_reducing_swap,,
GNB1,TGOLN2,1,385,strict_degree_preserving_overlap_reducing_swap,,
GNB1,TMEM131,1,393,strict_degree_preserving_overlap_reducing_swap,,
GNB1,CCDC93,1,411,strict_degree_preserving_overlap_reducing_swap,,
GNB1,GSK3B,1,650,strict_degree_preserving_overlap_reducing_swap,,
GNB1,LCORL,1,779,strict_degree_preserving_overlap_reducing_swap,,
GNB1,FIP1L1,1,802,strict_degree_preserving_overlap_reducing_swap,,
GNB1,AC104123.1,1,973,strict_degree_preserving_overlap_reducing_swap,,
GNB1,ANKHD1,1,1012,strict_degree_preserving_overlap_reducing_swap,,
GNB1,ZNF451,1,1140,strict_degree_preserving_overlap_reducing_swap,,
GNB1,BRAF,1,1376,strict_degree_preserving_overlap_reducing_swap,,
GNB1,DPP6,1,1386,strict_degree_preserving_overlap_reducing_swap,,
GNB1,RNF19A,1,1478,strict_degree_preserving_overlap_reducing_swap,,
GNB1,EIF3E,1,1488,strict_degree_preserving_overlap_reducing_swap,,
GNB1,PHF20L1,1,1506,strict_degree_preserving_overlap_reducing_swap,,
GNB1,RASSF4,1,1666,strict_degree_preserving_overlap_reducing_swap,,
GNB1,PCGF5,1,1713,strict_degree_preserving_overlap_reducing_swap,,
GNB1,TNKS2,1,1715,strict_degree_preserving_overlap_reducing_swap,,
GNB1,FBXW4,1,1731,strict_degree_preserving_overlap_reducing_swap,,
GNB1,TIAL1,1,1751,strict_degree_preserving_overlap_reducing_swap,,
GNB1,SERGEF,1,1789,strict_degree_preserving_overlap_reducing_swap,,
GNB1,HIPK3,1,1796,strict_degree_preserving_overlap_reducing_swap,,
GNB1,P2RX4,1,2033,strict_degree_preserving_overlap_reducing_swap,,
GNB1,VWA8,1,2072,strict_degree_preserving_overlap_reducing_swap,,
GNB1,DCAF5,1,2191,strict_degree_preserving_overlap_reducing_swap,,
GNB1,SPPL2A,1,2280,strict_degree_preserving_overlap_reducing_swap,,
GNB1,SNX1,1,2302,strict_degree_preserving_overlap_reducing_swap,,
GNB1,SPG7,1,2430,strict_degree_preserving_overlap_reducing_swap,,
GNB1,STAT5B,1,2504,strict_degree_preserving_overlap_reducing_swap,,
GNB1,RPTOR,1,2566,strict_degree_preserving_overlap_reducing_swap,,
GNB1,ELP2,1,2603,strict_degree_preserving_overlap_reducing_swap,,
GNB1,MBD2,1,2616,strict_degree_preserving_overlap_reducing_swap,,
GNB1,RPL18,1,2705,strict_degree_preserving_overlap_reducing_swap,,
GNB1,CSNK2A1,1,2718,strict_degree_preserving_overlap_reducing_swap,,
GNB1,RALGAPB,1,2768,strict_degree_preserving_overlap_reducing_swap,,
SKI,SPEN,2,19,strict_degree_preserving_overlap_reducing_swap,,
SKI,HNRNPR,2,37,strict_degree_preserving_overlap_reducing_swap,,
SKI,AGO3,2,67,strict_degree_preserving_overlap_reducing_swap,,
SKI,NRDC,2,94,strict_degree_preserving_overlap_reducing_swap,,
SKI,ASXL2,2,303,strict_degree_preserving_overlap_reducing_swap,,
SKI,TOP2B,2,562,strict_degree_preserving_overlap_reducing_swap,,
SKI,STT3B,2,569,strict_degree_preserving_overlap_reducing_swap,,
SKI,HNRNPD,2,821,strict_degree_preserving_overlap_reducing_swap,,
SKI,ANAPC10,2,872,strict_degree_preserving_overlap_reducing_swap,,
SKI,KIF2A,2,937,strict_degree_preserving_overlap_reducing_swap,,
SKI,RPS14,2,1027,strict_degree_preserving_overlap_reducing_swap,,
SKI,LMBRD1,2,1145,strict_degree_preserving_overlap_reducing_swap,,
SKI,WASL,2,1357,strict_degree_preserving_overlap_reducing_swap,,
SKI,YWHAZ,2,1480,strict_degree_preserving_overlap_reducing_swap,,
SKI,SMC5,2,1552,strict_degree_preserving_overlap_reducing_swap,,
SKI,RAD23B,2,1581,strict_degree_preserving_overlap_reducing_swap,,
SKI,MAPKAP1,2,1610,strict_degree_preserving_overlap_reducing_swap,,
SKI,SUFU,2,1735,strict_degree_preserving_overlap_reducing_swap,,
SKI,SPI1,2,1809,strict_degree_preserving_overlap_reducing_swap,,
SKI,NUP160,2,1812,strict_degree_preserving_overlap_reducing_swap,,
SKI,KMT5B,2,1830,strict_degree_preserving_overlap_reducing_swap,,
SKI,TMEM135,2,1852,strict_degree_preserving_overlap_reducing_swap,,
SKI,SESN3,2,1857,strict_degree_preserving_overlap_reducing_swap,,
SKI,PCBP2,2,1954,strict_degree_preserving_overlap_reducing_swap,,
SKI,FBXO34,2,2168,strict_degree_preserving_overlap_reducing_swap,,
SKI,ETFA,2,2325,strict_degree_preserving_overlap_reducing_swap,,
SKI,AP3S2,2,2339,strict_degree_preserving_overlap_reducing_swap,,
SKI,USP7,2,2356,strict_degree_preserving_overlap_reducing_swap,,
SKI,IST1,2,2414,strict_degree_preserving_overlap_reducing_swap,,
SKI,YWHAE,2,2435,strict_degree_preserving_overlap_reducing_swap,,
SKI,EIF4A1,2,2451,strict_degree_preserving_overlap_reducing_swap,,
SKI,RPL26,2,2453,strict_degree_preserving_overlap_reducing_swap,,
SKI,TLK2,2,2534,strict_degree_preserving_overlap_reducing_swap,,
SKI,RPS9,2,2713,strict_degree_preserving_overlap_reducing_swap,,
SKI,SHLD1,2,2732,strict_degree_preserving_overlap_reducing_swap,,
SKI,TASP1,2,2737,strict_degree_preserving_overlap_reducing_swap,,
SKI,ZMYND8,2,2773,strict_degree_preserving_overlap_reducing_swap,,
SKI,LAMP2,2,2927,strict_degree_preserving_overlap_reducing_swap,,
CAMTA1,KHDRBS1,3,56,strict_degree_preserving_overlap_reducing_swap,,
CAMTA1,OSBPL9,3,93,strict_degree_preserving_overlap_reducing_swap,,
CAMTA1,ARHGEF2,3,193,strict_degree_preserving_overlap_reducing_swap,,
CAMTA1,HADHB,3,305,strict_degree_preserving_overlap_reducing_swap,,
CAMTA1,STRN,3,316,strict_degree_preserving_overlap_reducing_swap,,
CAMTA1,KCMF1,3,384,strict_degree_preserving_overlap_reducing_swap,,
CAMTA1,R3HDM1,3,427,strict_degree_preserving_overlap_reducing_swap,,
CAMTA1,UBXN4,3,428,strict_degree_preserving_overlap_reducing_swap,,
CAMTA1,RPL37A,3,509,strict_degree_preserving_overlap_reducing_swap,,
CAMTA1,PIK3CB,3,685,strict_degree_preserving_overlap_reducing_swap,,
CAMTA1,CCNI,3,818,strict_degree_preserving_overlap_reducing_swap,,
CAMTA1,AMD1,3,1182,strict_degree_preserving_overlap_reducing_swap,,
