gene,final_tier,promotion_reason,deprioritization_reason,scorecard_interpretation,graph_interpretation,next_validation_priority,targeted_manifold_audit_recommended,pathology_axis_class,therapeutic_like_score_percentile,tau_lowering_score_percentile,neuron_preservation_score_percentile,gliosis_penalty_percentile,broad_shift_score_percentile,negative_control_interpretation,graph_neighborhood_label,prior_candidate_flag,known_biology_note,caution_note,recommended_next_validation,claim_boundary
PLD3,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,priority_2_special_review,True,tau_lowering_neuron_preserving,96.8609865470852,91.62929745889387,85.53811659192824,14.8355754857997,57.47384155455904,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
CAMK2G,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,96.44992526158444,95.59043348281016,66.25560538116592,14.8355754857997,78.02690582959642,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
UBE2E3,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,96.41255605381166,90.695067264574,83.85650224215246,14.8355754857997,71.0762331838565,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
ZKSCAN1,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,96.37518684603886,96.0762331838565,72.08520179372198,38.86397608370702,74.10313901345292,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
SYT1,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,96.33781763826606,95.81464872944694,76.08370702541106,41.3677130044843,60.50074738415545,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
EIF2AK4,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,96.18834080717488,97.98206278026906,51.75635276532138,45.77727952167414,85.65022421524664,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
CD74,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,priority_2_special_review,True,tau_lowering_neuron_preserving,95.73991031390136,94.05829596412556,86.54708520179372,48.729446935724965,83.25859491778775,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,True,Antigen-presentation pathway component.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
LPIN2,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,95.66517189835577,92.75037369207772,71.93572496263079,14.8355754857997,72.60837070254111,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
TCERG1,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,95.3662182361734,92.0777279521674,71.67414050822123,14.8355754857997,72.04783258594918,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
WIPF2,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,95.3288490284006,90.20926756352765,95.2914798206278,57.399103139013455,84.79073243647235,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
UBA3,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,95.14200298953662,90.24663677130044,76.42002989536621,14.8355754857997,82.66068759342302,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
CD4,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,amyloid_lowering_candidate,89.91031390134529,97.38415545590432,89.8355754857997,78.1390134529148,92.2645739910314,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched; singleton_context=too_few_genes,no_graph_support,True,Immune surface marker and signaling context; requires cell-state specificity review.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
CTSD,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,mixed_or_unclear,87.33183856502242,49.43946188340807,85.98654708520179,30.194319880418536,36.99551569506727,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Lysosomal protease linked to microglial degradative state.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
C3,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,mixed_or_unclear,68.16143497757847,33.44544095665172,65.95665171898357,32.62331838565022,2.6532137518684604,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Complement pathway component with broad inflammatory context.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
PLCG2,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,mixed_or_unclear,65.6576980568012,93.42301943198804,18.497757847533634,57.7727952167414,70.254110612855,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Microglial immune-signaling enzyme and Alzheimer-risk biology anchor.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
C1QA,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,mixed_or_unclear,64.72346786248131,23.916292974588934,71.37518684603886,33.29596412556054,68.87144992526159,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Complement component and microglial state marker.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
TREM2,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,mixed_or_unclear,55.79222720478326,31.950672645739907,38.639760837070256,32.73542600896861,5.941704035874439,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Microglial lipid-sensing receptor and Alzheimer-risk biology anchor.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
CSF1R,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,mixed_or_unclear,51.71898355754858,97.53363228699553,12.10762331838565,77.20478325859492,81.57698056801196,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Microglial survival and lineage receptor.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
TYROBP,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,mixed_or_unclear,50.71001494768311,81.35276532137519,43.609865470852014,68.38565022421524,32.473841554559044,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Immune receptor adaptor central to microglial signaling.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
ROCK1,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,mixed_or_unclear,48.57997010463378,87.89237668161435,51.71898355754858,75.93423019431988,48.61733931240658,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Cytoskeletal and kinase signaling regulator.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
BCL2,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,amyloid_lowering_candidate,36.7339312406577,85.38863976083707,12.855007473841551,70.02989536621823,63.45291479820629,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Apoptosis and cell-survival regulator.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
SPP1,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,mixed_or_unclear,36.210762331838566,11.285500747384155,25.710014947683103,14.8355754857997,84.64125560538116,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Activated microglial/myeloid state marker.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
P2RY13,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,mixed_or_unclear,26.23318385650224,43.946188340807176,32.062780269058294,73.87892376681614,43.16143497757848,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Purinergic signaling receptor.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
CX3CR1,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,mixed_or_unclear,20.739910313901344,55.26905829596412,82.32436472346785,89.68609865470853,70.81464872944694,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Microglial chemokine receptor involved in neuron-microglia signaling.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
C1QC,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,mixed_or_unclear,20.3288490284006,7.324364723467862,29.334828101644245,57.13751868460388,57.0254110612855,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Complement component and microglial state marker.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
SLAIN2,broad_state_caution,broad_state_caution_example,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,priority_2_special_review,True,amyloid_lowering_candidate,100.0,99.43946188340809,99.2899850523169,48.13153961136024,97.98206278026906,class_calibration=enriched_vs_degree_matched_null; singleton_context=too_few_genes,isolated_high_score_gene,False,Microtubule-associated candidate; project-specific biology remains under review.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
PAFAH1B1,broad_state_caution,broad_state_caution_example,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,priority_3_caution_control,True,broad_reactive_state_shift,99.9626307922272,99.9626307922272,99.73841554559044,99.70104633781764,99.85052316890882,class_calibration=broad_shift_confounded; singleton_context=too_few_genes,isolated_high_score_gene,False,Cytoskeletal/neurodevelopmental regulator with a large broad-state model shift.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
FIP1L1,broad_state_caution,broad_state_caution_example,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,priority_2_special_review,True,amyloid_lowering_candidate,99.85052316890882,99.62630792227203,98.4678624813154,67.82511210762333,97.15994020926756,class_calibration=enriched_vs_degree_matched_null; singleton_context=too_few_genes,isolated_high_score_gene,False,RNA-processing-associated candidate; project-specific biology remains under review.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
ERC1,broad_state_caution,broad_state_caution_example,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,priority_2_special_review,True,amyloid_lowering_candidate,99.66367713004485,99.58893871449924,81.68908819133034,14.8355754857997,98.91629297458894,class_calibration=enriched_vs_degree_matched_null; singleton_context=too_few_genes,isolated_high_score_gene,False,Vesicle/scaffold-associated candidate requiring cell-state-specific validation.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
KIF2A,broad_state_caution,broad_state_caution_example,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,priority_2_special_review,True,amyloid_lowering_candidate,99.55156950672644,99.2526158445441,96.41255605381166,59.64125560538116,96.7488789237668,class_calibration=enriched_vs_degree_matched_null; singleton_context=too_few_genes,isolated_high_score_gene,False,Microtubule motor regulator requiring cell-state-specific validation.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
NFATC3,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,78.8863976083707,97.30941704035877,99.43946188340809,97.75784753363229,99.1778774289985,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
APOE,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,broad_reactive_state_shift,51.195814648729446,98.4678624813154,56.65171898355755,90.17189835575483,96.15097159940208,class_calibration=broad_shift_confounded; prior_set=not_enriched_vs_random_and_degree_matched; singleton_context=too_few_genes,no_graph_support,True,Lipid-transport and Alzheimer-risk biology anchor with broad microglial effects.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
