microglia_state,target,state_fraction_vs_target_spearman,n_donors,safe_interpretation,unsafe_claims_to_avoid,mean_abs_or_signed_association,support_level,candidate_status
Lymphocyte,AT8,0.21852329973841672,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.05052066723971418,weak_support,hypothesis_generating_only
Micro-PVM_2_1-SEAAD,NeuN,-0.1159666638830261,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.027577568514056634,weak_support,hypothesis_generating_only
Micro-PVM_2_1-SEAAD,mean_across_targets,0.027577568514056634,84,candidate disease-associated microglial state if independently replicated,new subtype discovery; causality; therapeutic target,0.027577568514056634,weak_support,hypothesis_generating_only
Micro-PVM_2_3-SEAAD,AT8,-0.08514731193682293,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,-0.057539738787081095,weak_support,hypothesis_generating_only
Micro-PVM_2_3-SEAAD,6e10/A_beta,-0.05335628227194492,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,-0.057539738787081095,weak_support,hypothesis_generating_only
Micro-PVM_2_3-SEAAD,GFAP,-0.09689176875569507,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,-0.057539738787081095,weak_support,hypothesis_generating_only
Micro-PVM_2_3-SEAAD,Iba1,0.14391009415814518,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,-0.057539738787081095,weak_support,hypothesis_generating_only
Micro-PVM_2_3-SEAAD,NeuN,-0.1962134251290878,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,-0.057539738787081095,weak_support,hypothesis_generating_only
Micro-PVM_2_3-SEAAD,mean_across_targets,-0.057539738787081095,84,candidate disease-associated microglial state if independently replicated,new subtype discovery; causality; therapeutic target,-0.057539738787081095,weak_support,hypothesis_generating_only
Micro-PVM_3-SEAAD,AT8,0.5632074516553609,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.23990685430798825,possible_state,hypothesis_generating_only
Micro-PVM_3-SEAAD,6e10/A_beta,0.39840032398501574,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.23990685430798825,possible_state,hypothesis_generating_only
Micro-PVM_3-SEAAD,GFAP,0.32351928723296547,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.23990685430798825,possible_state,hypothesis_generating_only
Micro-PVM_3-SEAAD,Iba1,0.09802571631062064,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.23990685430798825,possible_state,hypothesis_generating_only
Micro-PVM_3-SEAAD,NeuN,-0.18361850764402146,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.23990685430798825,possible_state,hypothesis_generating_only
Micro-PVM_3-SEAAD,mean_across_targets,0.23990685430798825,84,candidate disease-associated microglial state if independently replicated,new subtype discovery; causality; therapeutic target,0.23990685430798825,possible_state,hypothesis_generating_only
Micro-PVM_4-SEAAD,AT8,-0.02947357883420944,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.09157659926297809,weak_support,hypothesis_generating_only
Micro-PVM_4-SEAAD,6e10/A_beta,0.042413454362203985,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.09157659926297809,weak_support,hypothesis_generating_only
Micro-PVM_4-SEAAD,GFAP,0.1841339048817621,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.09157659926297809,weak_support,hypothesis_generating_only
Micro-PVM_4-SEAAD,Iba1,0.20175728191665018,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.09157659926297809,weak_support,hypothesis_generating_only
Micro-PVM_4-SEAAD,NeuN,0.059051933988483615,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.09157659926297809,weak_support,hypothesis_generating_only
Micro-PVM_4-SEAAD,mean_across_targets,0.09157659926297809,84,candidate disease-associated microglial state if independently replicated,new subtype discovery; causality; therapeutic target,0.09157659926297809,weak_support,hypothesis_generating_only
Monocyte,AT8,0.010889524459831568,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.0898112008941304,weak_support,hypothesis_generating_only
Monocyte,6e10/A_beta,0.14979686626587668,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.0898112008941304,weak_support,hypothesis_generating_only
Monocyte,GFAP,0.11274814896957824,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.0898112008941304,weak_support,hypothesis_generating_only
Monocyte,Iba1,0.2969575348040474,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.0898112008941304,weak_support,hypothesis_generating_only
Monocyte,NeuN,-0.1213360700286819,84,post hoc donor-level association for follow-up hypothesis only,new subtype discovery; causality; therapeutic target,0.0898112008941304,weak_support,hypothesis_generating_only
Monocyte,mean_across_targets,0.0898112008941304,84,candidate disease-associated microglial state if independently replicated,new subtype discovery; causality; therapeutic target,0.0898112008941304,weak_support,hypothesis_generating_only
