condition,target,target_key,target_alias,n_donors,pooled_oof_spearman,pooled_oof_pearson,r2,mae,rmse
filtered_ext_svd32_raw_count_size_factor_log1p_direct_no_graph,NeuN,NeuN,percent NeuN positive area_Grey matter,84,0.4788903513212514,0.49456795399810954,0.24430095188588885,0.39192333891100034,0.4753542934053662
filtered_ext_svd32_raw_count_size_factor_log1p_direct_residual_real_graph_alpha_0_05,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,84,0.2856130403968816,0.26817308049293065,0.03781756270408898,0.6058755353562926,0.7189376786810985
filtered_ext_svd32_raw_count_size_factor_log1p_direct_residual_real_graph_alpha_0_05,AT8,AT8,percent AT8 positive area_Grey matter,84,0.4716816847220816,0.5016226889716483,0.24999348447278857,0.4080239613517235,0.5023383456613694
filtered_ext_svd32_raw_count_size_factor_log1p_direct_residual_real_graph_alpha_0_05,GFAP,GFAP,percent GFAP positive area_Grey matter,84,0.18161385035942085,0.16847490889374897,-0.02599319185767124,0.516388294379176,0.6307118789500904
filtered_ext_svd32_raw_count_size_factor_log1p_direct_residual_real_graph_alpha_0_05,Iba1,Iba1,percent Iba1 positive area_Grey matter,84,-0.12888528905538119,-0.14869642266152228,-0.20526549317937515,0.37959413455407087,0.482615177418416
filtered_ext_svd32_raw_count_size_factor_log1p_direct_residual_real_graph_alpha_0_05,NeuN,NeuN,percent NeuN positive area_Grey matter,84,0.5134555026830009,0.5482477455438572,0.30003229181982305,0.3764621653453359,0.45749040053229995
filtered_ext_svd32_raw_count_size_factor_log1p_direct_strict_shuffled_residual_graph_alpha_0_05,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,84,0.269130302723499,0.24886019469234166,0.0259280995603155,0.6103633365818029,0.7233659133173446
filtered_ext_svd32_raw_count_size_factor_log1p_direct_strict_shuffled_residual_graph_alpha_0_05,AT8,AT8,percent AT8 positive area_Grey matter,84,0.4595727447605549,0.49425908775579763,0.24179136556866432,0.4100983583646444,0.5050776786779312
filtered_ext_svd32_raw_count_size_factor_log1p_direct_strict_shuffled_residual_graph_alpha_0_05,GFAP,GFAP,percent GFAP positive area_Grey matter,84,0.1609800546724714,0.1421246412280522,-0.04900255963411393,0.5249451163499048,0.6377449746806421
filtered_ext_svd32_raw_count_size_factor_log1p_direct_strict_shuffled_residual_graph_alpha_0_05,Iba1,Iba1,percent Iba1 positive area_Grey matter,84,-0.08834666396679154,-0.12044838867917644,-0.18532355941388623,0.37490563316981385,0.47860592684170217
filtered_ext_svd32_raw_count_size_factor_log1p_direct_strict_shuffled_residual_graph_alpha_0_05,NeuN,NeuN,percent NeuN positive area_Grey matter,84,0.5176875569504911,0.5526931445256938,0.3049594824652426,0.3722038166405512,0.45587738093092417
stage27c_module_pca_ridge_reference,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,84,0.3347372684013365,0.3163520312175891,0.09975961956193147,0.5908527814398361,0.6954113538288077
stage27c_module_pca_ridge_reference,AT8,AT8,percent AT8 positive area_Grey matter,84,0.5284398096588033,0.6623974952216051,0.4280899577385401,0.35143710200981665,0.4386596361996292
stage27c_module_pca_ridge_reference,GFAP,GFAP,percent GFAP positive area_Grey matter,84,0.30229826870507237,0.27877065050186,0.07752413383312962,0.4963336075201987,0.5980483240374914
stage27c_module_pca_ridge_reference,Iba1,Iba1,percent Iba1 positive area_Grey matter,84,0.016077756403766325,-0.042985908308886815,-0.09295916718496233,0.359161712235905,0.459580488795249
stage27c_module_pca_ridge_reference,NeuN,NeuN,percent NeuN positive area_Grey matter,84,0.4519590968917688,0.47243591481850106,0.20964454842080216,0.3896968592871398,0.4861320000855132
stage31_weak_residual_real_graph_alpha_0_05_reference,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,84,0.33204414295838813,0.31600256353109796,0.09956542131218349,0.5909258480482622,0.6954863562328477
stage31_weak_residual_real_graph_alpha_0_05_reference,AT8,AT8,percent AT8 positive area_Grey matter,84,0.528136073706591,0.6617975636541716,0.42724710747546824,0.3517552984063907,0.438982753685565
stage31_weak_residual_real_graph_alpha_0_05_reference,GFAP,GFAP,percent GFAP positive area_Grey matter,84,0.3040194391009416,0.2792586796340217,0.07779071941605731,0.4962670874882245,0.5979619030333984
stage31_weak_residual_real_graph_alpha_0_05_reference,Iba1,Iba1,percent Iba1 positive area_Grey matter,84,0.01565252607066923,-0.04353202637769836,-0.09365891323555298,0.3592720457767519,0.459727584032288
stage31_weak_residual_real_graph_alpha_0_05_reference,NeuN,NeuN,percent NeuN positive area_Grey matter,84,0.45199959501873044,0.4717509978896238,0.20883927819315518,0.3894818570209831,0.4863795899279116
stage33c_best_reference,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,84,0.2926192163612433,0.2432224881473125,0.0446677351121721,0.6107178278630927,0.716373900907084
stage33c_best_reference,AT8,AT8,percent AT8 positive area_Grey matter,84,0.4517768553204414,0.4919660089793308,0.2394138928276458,0.4184721712923812,0.5058689309167852
stage33c_best_reference,GFAP,GFAP,percent GFAP positive area_Grey matter,84,0.3001316189126253,0.2827408139798393,0.0750276147741908,0.48689578329546,0.5988570336722973
stage33c_best_reference,Iba1,Iba1,percent Iba1 positive area_Grey matter,84,-0.0865849954439607,-0.1550458286821346,-0.1533907373452825,0.3742581326889167,0.4721150487329427
stage33c_best_reference,NeuN,NeuN,percent NeuN positive area_Grey matter,84,0.5667510377645034,0.5779063148556405,0.3269617156628633,0.3583592242133251,0.448603716944315
