dataset,cell_index,donor_id,state_label,dam_lipid_trem2_apoe,lysosomal_endolysosomal,complement_phagocytosis,antigen_presentation,interferon_inflammatory,oxidative_stress_gene_preserved,disease_program_score,dominant_module,rare_tail_group,allowed_use,disallowed_claim
DLPFC,40944,H20.33.004,Micro-PVM_3-SEAAD,1.870013952255249,2.4468400478363037,2.1659398078918457,3.638551712036133,0.2579793930053711,1.3951717615127563,4.7704201464211256,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,33288,H21.33.044,Micro-PVM_3-SEAAD,1.98362398147583,2.3148131370544434,2.185864210128784,2.016603469848633,0.1480131447315216,0.9650243520736694,3.801794885410975,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,32270,H21.33.045,Micro-PVM_2,1.8171539306640625,2.430689573287964,2.3548989295959473,3.0459704399108887,0.42079439759254456,0.5024204254150391,3.7648890237858836,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,3253,H20.33.037,Micro-PVM_2,2.572612762451172,1.895190715789795,2.359954595565796,1.5393130779266357,0.0,0.83208167552948,3.7614085010107714,dam_lipid_trem2_apoe,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,3635,H21.33.020,Micro-PVM_3-SEAAD,1.5459656715393066,2.3015596866607666,1.9275877475738525,2.5297207832336426,0.15907108783721924,1.172910213470459,3.750042320319406,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,2098,H21.33.044,Micro-PVM_2,1.1887319087982178,2.264573335647583,2.746182441711426,3.240590810775757,0.19075657427310944,0.7684308290481567,3.733063760567861,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,4293,H20.33.040,Micro-PVM_3-SEAAD,1.854506492614746,2.2430832386016846,2.4190077781677246,2.8141753673553467,0.23102322220802307,0.46204644441604614,3.594747040008252,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,7895,H21.33.020,Micro-PVM_3-SEAAD,1.6579231023788452,2.0526034832000732,1.8007705211639404,1.8582754135131836,0.4637797176837921,1.3911328315734863,3.5940860262516745,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,41875,H20.33.033,Micro-PVM_2,1.5344384908676147,1.6426547765731812,1.7892347574234009,2.9681596755981445,0.39894214272499084,1.2935564517974854,3.580750081131079,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,42297,H21.33.040,Micro-PVM_2,1.4561529159545898,2.1988630294799805,1.875016212463379,2.3349485397338867,0.5076732635498047,1.204641580581665,3.5660985550038333,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,36851,H20.33.033,Micro-PVM_2,2.2818007469177246,2.59032940864563,1.8133518695831299,2.08420467376709,0.37091925740242004,0.47159814834594727,3.5553075256351176,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,37193,H21.33.044,Micro-PVM_2,1.4345791339874268,1.9398890733718872,2.6164698600769043,3.012491464614868,0.423869788646698,0.6912522315979004,3.5094317526921097,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,29550,H21.33.044,Micro-PVM_2,1.450026512145996,1.686858057975769,2.4843249320983887,2.9646451473236084,0.3585330843925476,0.9132403135299683,3.5086619533664254,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,11066,H21.33.036,Micro-PVM_3-SEAAD,1.8035633563995361,1.9500925540924072,1.6872055530548096,2.7668957710266113,0.30958500504493713,0.9410291910171509,3.491108842273671,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,23598,H20.33.028,Micro-PVM_3-SEAAD,1.5197076797485352,2.1605405807495117,1.785569429397583,2.7340292930603027,0.25414109230041504,0.982854425907135,3.4836850624600033,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,27326,H21.33.044,Micro-PVM_2,1.8634204864501953,1.7338593006134033,2.211441993713379,2.142915725708008,0.32729893922805786,0.9887871742248535,3.4732493134520097,complement_phagocytosis,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,13099,H21.33.040,Micro-PVM_2,1.6978638172149658,2.505678415298462,1.275123119354248,1.8462862968444824,0.16675999760627747,1.2184512615203857,3.4682304489234546,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,8097,H21.33.020,Micro-PVM_3-SEAAD,1.7571353912353516,2.4499118328094482,1.7625505924224854,2.420384168624878,0.5265927314758301,0.6964524388313293,3.4196458642904433,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,3716,H20.33.033,Micro-PVM_2,1.4353522062301636,1.717961311340332,2.1301279067993164,2.8235013484954834,0.5826802253723145,1.0220353603363037,3.4046135384663345,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,1422,H21.33.020,Micro-PVM_3-SEAAD,1.549033761024475,2.1589739322662354,1.7112412452697754,2.2191553115844727,0.4406306743621826,1.101560115814209,3.395548361969104,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,36472,H20.33.033,Micro-PVM_3-SEAAD,1.703644871711731,1.9998550415039062,1.6542541980743408,2.625812530517578,0.43039119243621826,0.9500125050544739,3.3921980037413078,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,12833,H20.33.004,Micro-PVM_3-SEAAD,1.4626045227050781,2.0933456420898438,1.2458281517028809,2.6885337829589844,0.20854753255844116,1.243823528289795,3.3867302376904886,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,40183,H21.33.044,Micro-PVM_2,1.5359326601028442,1.966982126235962,1.7637865543365479,3.1446337699890137,0.6798531413078308,0.821530282497406,3.3733718141430877,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,37213,H21.33.044,Micro-PVM_2,1.808534860610962,1.9920836687088013,2.0744142532348633,2.3551580905914307,0.47016841173171997,0.7284044623374939,3.349227624844617,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,41555,H20.33.028,Micro-PVM_3-SEAAD,1.9420832395553589,2.442309617996216,1.9705026149749756,1.4814586639404297,0.4744696021080017,0.7319068312644958,3.3358805382592402,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,42386,H20.33.033,Micro-PVM_3-SEAAD,1.3142439126968384,1.8988109827041626,2.1894030570983887,2.7867469787597656,0.5337081551551819,0.91090327501297,3.331553428237367,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,10946,H20.33.004,Micro-PVM_3-SEAAD,1.5434437990188599,1.9345874786376953,1.7943862676620483,2.311260223388672,0.4474249482154846,1.0938410758972168,3.3303285422326865,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,16899,H21.33.044,Micro-PVM_2,1.4612804651260376,1.8229167461395264,2.5153462886810303,3.044985294342041,0.5112061500549316,0.5112061500549316,3.259815871994057,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,40967,H20.33.028,Micro-PVM_3-SEAAD,1.8496630191802979,2.0614757537841797,1.7996912002563477,1.6613318920135498,0.36364951729774475,0.9289299249649048,3.229396986324558,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,28782,H21.33.008,Micro-PVM_2,1.4418439865112305,2.89461612701416,1.2038912773132324,1.919508695602417,0.5576955080032349,0.9250434041023254,3.2268810806994734,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,31707,H21.33.044,Micro-PVM_3-SEAAD,2.0399601459503174,2.4235715866088867,1.3541918992996216,1.6084829568862915,0.18241995573043823,0.7873523235321045,3.2083788692027695,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,41138,H20.33.004,Micro-PVM_3-SEAAD,1.6057777404785156,2.2455129623413086,1.7750914096832275,2.7496070861816406,0.2492704540491104,0.5705066323280334,3.2064606202235773,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,4245,H21.33.044,Micro-PVM_2,1.5922300815582275,1.439040184020996,2.2734220027923584,2.6372504234313965,0.43014955520629883,0.8338350057601929,3.1810555569086834,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,38147,H21.33.045,Micro-PVM_2,1.753736972808838,2.046510696411133,1.8060407638549805,2.7978298664093018,0.22868067026138306,0.5118122100830078,3.1748359326105664,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,12084,H21.33.044,Micro-PVM_3-SEAAD,1.3416335582733154,1.549731969833374,2.043271780014038,2.53940749168396,0.37223854660987854,1.086550235748291,3.1643002795853916,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,18969,H21.33.020,Micro-PVM_3-SEAAD,1.4335918426513672,2.343427896499634,1.653886318206787,2.3364744186401367,0.6699291467666626,0.7883957624435425,3.1414634653260602,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,32878,H21.33.044,Micro-PVM_2,1.4738911390304565,1.6549772024154663,2.2820401191711426,2.795658588409424,0.7902895212173462,0.6721484065055847,3.128990364084861,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,2325,H21.33.040,Micro-PVM_2,1.084890604019165,1.5822904109954834,2.199387311935425,2.761174440383911,0.37003082036972046,1.047799825668335,3.118863285488493,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,8820,H20.33.028,Micro-PVM_3-SEAAD,1.795224666595459,2.482806921005249,1.695969581604004,1.24904465675354,0.5755594372749329,0.7982962727546692,3.1094089984687447,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,16385,H21.33.044,Micro-PVM_2,1.1601808071136475,2.0578866004943848,2.197547197341919,2.5751261711120605,0.9160245060920715,0.7636971473693848,3.1036612099003564,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,27088,H21.33.044,Micro-PVM_2,1.5922781229019165,1.6679267883300781,2.2986507415771484,3.196366786956787,0.553697407245636,0.37903034687042236,3.0958220251576036,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,34323,H19.33.004,Micro-PVM_3-SEAAD,1.8061420917510986,1.7849719524383545,1.379960536956787,1.8403898477554321,0.43023988604545593,1.1191716194152832,3.094440805313383,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,38833,H21.33.044,Micro-PVM_2,1.4727342128753662,1.553032636642456,2.1917495727539062,2.890507698059082,0.6018368601799011,0.7026777863502502,3.0924358850641025,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,19514,H20.33.004,Micro-PVM_3-SEAAD,1.2245067358016968,2.0853424072265625,1.5218498706817627,3.2321324348449707,0.3924133777618408,0.7651184797286987,3.0908440044238374,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,21178,H21.33.044,Micro-PVM_2,1.7438628673553467,1.3580834865570068,2.0190958976745605,2.464137077331543,0.1338166892528534,0.8506304025650024,3.0783775999810308,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,39484,H21.33.040,Micro-PVM_2,1.3226962089538574,1.6820924282073975,1.9234837293624878,2.6928470134735107,0.16333335638046265,0.9245886206626892,3.07379431503784,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,42306,H21.33.045,Micro-PVM_2,1.1542092561721802,1.960062861442566,1.8597455024719238,2.4455690383911133,0.35605567693710327,1.0019806623458862,3.0663467977146603,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,33282,H21.33.008,Micro-PVM_3-SEAAD,1.6672722101211548,2.3830552101135254,1.6669435501098633,1.6236259937286377,0.22563570737838745,0.7749892473220825,3.063981409304941,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,24231,H20.33.040,Micro-PVM_3-SEAAD,1.3758902549743652,1.6333527565002441,1.779976725578308,2.8528409004211426,0.21610715985298157,0.9044957160949707,3.0563629013525553,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,37895,H21.33.044,Micro-PVM_2,1.2712417840957642,1.8675336837768555,2.232189655303955,2.874265193939209,0.0,0.6113754510879517,3.055353576962561,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,38222,H21.33.036,Micro-PVM_2,1.4305747747421265,1.8892176151275635,1.163262963294983,2.9543631076812744,0.3719322681427002,0.9720941781997681,3.054124631696181,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,41532,H21.33.044,Micro-PVM_2,1.3574830293655396,1.7517449855804443,2.0464999675750732,2.670240879058838,0.6968421936035156,0.7597295045852661,3.03107856557745,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,18426,H21.33.044,Micro-PVM_2,1.4945517778396606,1.8215248584747314,1.6889288425445557,2.146820545196533,0.305387407541275,0.9676792621612549,3.0081625531335026,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,12918,H20.33.004,Micro-PVM_3-SEAAD,1.6620535850524902,2.1706960201263428,1.7492098808288574,1.7652344703674316,0.31821805238723755,0.748369574546814,3.005408864833199,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,37497,H21.33.044,Micro-PVM_2,1.3706886768341064,1.5548874139785767,2.2072315216064453,2.9442832469940186,0.5435872077941895,0.6535321474075317,3.0030156155231054,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,16604,H21.33.044,Micro-PVM_2,1.1307094097137451,1.570290207862854,2.5304527282714844,3.132725238800049,0.5629227161407471,0.5766196846961975,2.9886197722490353,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,32455,H21.33.020,Micro-PVM_3-SEAAD,1.063896894454956,2.084075927734375,1.511399745941162,2.7132527828216553,0.46725302934646606,0.9640606045722961,2.973693457786863,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,8953,H21.33.044,Micro-PVM_2,1.108625054359436,2.00978946685791,2.1532087326049805,2.4520668983459473,0.7994692921638489,0.7525956034660339,2.9662201472439156,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,20657,H21.33.008,Micro-PVM_3-SEAAD,1.81182861328125,2.0090928077697754,1.560279130935669,1.497807502746582,0.10095229744911194,0.8800793290138245,2.959959283197512,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,16033,H21.33.034,Micro-PVM_2,1.2613251209259033,1.8575916290283203,1.743914008140564,2.4974241256713867,0.4161105453968048,0.8973774313926697,2.951376768648702,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,28930,H20.33.004,Micro-PVM_3-SEAAD,1.8508799076080322,2.1979146003723145,1.4210883378982544,2.4095215797424316,0.4414529800415039,0.4414529800415039,2.9455913982370814,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,20559,H21.33.044,Micro-PVM_2,1.754038691520691,1.7667112350463867,2.123251438140869,2.440903425216675,0.6661182641983032,0.4131516218185425,2.9441721995758687,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,3271,H21.33.044,Micro-PVM_3-SEAAD,1.2051048278808594,2.2378950119018555,1.7408039569854736,2.2170467376708984,0.1759381741285324,0.800264298915863,2.9319307176033926,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,40614,H21.33.044,Micro-PVM_2,1.044677972793579,1.6207305192947388,1.9730795621871948,2.610217571258545,0.29489150643348694,1.0174473524093628,2.9262455449522404,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,32995,H21.33.044,Micro-PVM_2,1.7499895095825195,2.0523924827575684,1.621990442276001,2.2988767623901367,0.2588634490966797,0.4902437925338745,2.8922624309483167,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,3333,H20.33.018,Micro-PVM_2,1.4236137866973877,2.299602508544922,2.196963310241699,1.8969765901565552,0.36123159527778625,0.4385042190551758,2.874530799763983,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,4319,H21.33.044,Micro-PVM_2,1.4005873203277588,1.8352746963500977,2.0329456329345703,1.9839084148406982,0.4420434534549713,0.7753456830978394,2.870102868668062,complement_phagocytosis,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,10359,H21.33.046,Micro-PVM_2,1.5185112953186035,1.6160258054733276,1.9673378467559814,2.1861166954040527,0.2190510481595993,0.7724294662475586,2.8693564453217286,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,3818,H20.33.040,Micro-PVM_2,1.6804238557815552,1.4831150770187378,1.76860511302948,1.896836757659912,0.0,0.9252713918685913,2.855773602285088,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,2012,H21.33.020,Micro-PVM_3-SEAAD,1.423337459564209,2.3438198566436768,0.8630788326263428,2.0636260509490967,0.4832395017147064,0.9804960489273071,2.8539487673019304,lysosomal_endolysosomal,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,8508,H21.33.013,Micro-PVM_2,1.5586261749267578,1.1802198886871338,2.2719502449035645,3.1298704147338867,0.5129780769348145,0.46680042147636414,2.8462121055685703,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,23729,H21.33.044,Micro-PVM_2,1.1220474243164062,1.621166706085205,1.6794124841690063,2.4854812622070312,0.8168411254882812,1.0644421577453613,2.8449123799550575,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,6137,H21.33.044,Micro-PVM_2,1.45486581325531,2.1924915313720703,2.136059522628784,2.3394935131073,0.45068132877349854,0.3004542291164398,2.8381554730232326,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,33142,H21.33.044,Micro-PVM_1_1-SEAAD,0.811164379119873,1.6624794006347656,2.0504343509674072,3.0084450244903564,0.38871628046035767,0.8808849453926086,2.8378413917272463,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
DLPFC,38935,H21.33.046,Micro-PVM_2,1.1392261981964111,1.7434847354888916,1.7890520095825195,2.472224235534668,0.6348410248756409,0.9172038435935974,2.8330354966593143,antigen_presentation,high_tail_q95,candidate cell index for bounded expression/state contrast; not a validated diseased-cell label,new subtype; validated biomarker cell; causal diseased cell
