source_path,file_name,feature_class_guess,matched_keywords,size_bytes,extension,likely_donor_linked,internal_or_external_guess,stage41_candidate_status
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0005_summary.csv,feature_wide_chunk_0005_summary.csv,pathology_named_candidate,pathology,31551,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0006.log,feature_wide_chunk_0006.log,pathology_named_candidate,pathology,5627,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0006_donor.csv,feature_wide_chunk_0006_donor.csv,pathology_named_candidate,pathology,1863908,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0006_metadata.csv,feature_wide_chunk_0006_metadata.csv,pathology_named_candidate,pathology,854,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0006_normalized.csv,feature_wide_chunk_0006_normalized.csv,pathology_named_candidate,pathology,20732,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0006_summary.csv,feature_wide_chunk_0006_summary.csv,pathology_named_candidate,pathology,31638,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0007.log,feature_wide_chunk_0007.log,pathology_named_candidate,pathology,5627,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0007_donor.csv,feature_wide_chunk_0007_donor.csv,pathology_named_candidate,pathology,1860728,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0007_metadata.csv,feature_wide_chunk_0007_metadata.csv,pathology_named_candidate,pathology,855,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0007_normalized.csv,feature_wide_chunk_0007_normalized.csv,pathology_named_candidate,pathology,20731,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0007_summary.csv,feature_wide_chunk_0007_summary.csv,pathology_named_candidate,pathology,31547,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0008.log,feature_wide_chunk_0008.log,pathology_named_candidate,pathology,5651,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0008_donor.csv,feature_wide_chunk_0008_donor.csv,pathology_named_candidate,pathology,1866539,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0008_metadata.csv,feature_wide_chunk_0008_metadata.csv,pathology_named_candidate,pathology,855,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0008_normalized.csv,feature_wide_chunk_0008_normalized.csv,pathology_named_candidate,pathology,20746,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0008_summary.csv,feature_wide_chunk_0008_summary.csv,pathology_named_candidate,pathology,31627,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0009.log,feature_wide_chunk_0009.log,pathology_named_candidate,pathology,5639,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0009_donor.csv,feature_wide_chunk_0009_donor.csv,pathology_named_candidate,pathology,1860486,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0009_metadata.csv,feature_wide_chunk_0009_metadata.csv,pathology_named_candidate,pathology,855,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0009_normalized.csv,feature_wide_chunk_0009_normalized.csv,pathology_named_candidate,pathology,20719,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0009_summary.csv,feature_wide_chunk_0009_summary.csv,pathology_named_candidate,pathology,31590,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0010.log,feature_wide_chunk_0010.log,pathology_named_candidate,pathology,5685,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0010_donor.csv,feature_wide_chunk_0010_donor.csv,pathology_named_candidate,pathology,1871705,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0010_metadata.csv,feature_wide_chunk_0010_metadata.csv,pathology_named_candidate,pathology,854,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0010_normalized.csv,feature_wide_chunk_0010_normalized.csv,pathology_named_candidate,pathology,20805,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0010_summary.csv,feature_wide_chunk_0010_summary.csv,pathology_named_candidate,pathology,31681,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0011.log,feature_wide_chunk_0011.log,pathology_named_candidate,pathology,5649,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0011_donor.csv,feature_wide_chunk_0011_donor.csv,pathology_named_candidate,pathology,1869417,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0011_metadata.csv,feature_wide_chunk_0011_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0011_normalized.csv,feature_wide_chunk_0011_normalized.csv,pathology_named_candidate,pathology,20759,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0011_summary.csv,feature_wide_chunk_0011_summary.csv,pathology_named_candidate,pathology,31744,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0012.log,feature_wide_chunk_0012.log,pathology_named_candidate,pathology,5647,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0012_donor.csv,feature_wide_chunk_0012_donor.csv,pathology_named_candidate,pathology,1867328,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0012_metadata.csv,feature_wide_chunk_0012_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0012_normalized.csv,feature_wide_chunk_0012_normalized.csv,pathology_named_candidate,pathology,20760,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0012_summary.csv,feature_wide_chunk_0012_summary.csv,pathology_named_candidate,pathology,31651,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0013.log,feature_wide_chunk_0013.log,pathology_named_candidate,pathology,5663,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0013_donor.csv,feature_wide_chunk_0013_donor.csv,pathology_named_candidate,pathology,1868334,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0013_metadata.csv,feature_wide_chunk_0013_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0013_normalized.csv,feature_wide_chunk_0013_normalized.csv,pathology_named_candidate,pathology,20776,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0013_summary.csv,feature_wide_chunk_0013_summary.csv,pathology_named_candidate,pathology,31679,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0014.log,feature_wide_chunk_0014.log,pathology_named_candidate,pathology,5641,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0014_donor.csv,feature_wide_chunk_0014_donor.csv,pathology_named_candidate,pathology,1863644,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0014_metadata.csv,feature_wide_chunk_0014_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0014_normalized.csv,feature_wide_chunk_0014_normalized.csv,pathology_named_candidate,pathology,20751,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0014_summary.csv,feature_wide_chunk_0014_summary.csv,pathology_named_candidate,pathology,31565,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0015.log,feature_wide_chunk_0015.log,pathology_named_candidate,pathology,5633,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0015_donor.csv,feature_wide_chunk_0015_donor.csv,pathology_named_candidate,pathology,1863179,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0015_metadata.csv,feature_wide_chunk_0015_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0015_normalized.csv,feature_wide_chunk_0015_normalized.csv,pathology_named_candidate,pathology,20737,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0015_summary.csv,feature_wide_chunk_0015_summary.csv,pathology_named_candidate,pathology,31583,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0016.log,feature_wide_chunk_0016.log,pathology_named_candidate,pathology,5615,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0016_donor.csv,feature_wide_chunk_0016_donor.csv,pathology_named_candidate,pathology,1868778,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0016_metadata.csv,feature_wide_chunk_0016_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0016_normalized.csv,feature_wide_chunk_0016_normalized.csv,pathology_named_candidate,pathology,20757,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0016_summary.csv,feature_wide_chunk_0016_summary.csv,pathology_named_candidate,pathology,31636,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0017.log,feature_wide_chunk_0017.log,pathology_named_candidate,pathology,5625,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0017_donor.csv,feature_wide_chunk_0017_donor.csv,pathology_named_candidate,pathology,1859042,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0017_metadata.csv,feature_wide_chunk_0017_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0017_normalized.csv,feature_wide_chunk_0017_normalized.csv,pathology_named_candidate,pathology,20743,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0017_summary.csv,feature_wide_chunk_0017_summary.csv,pathology_named_candidate,pathology,31508,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0018.log,feature_wide_chunk_0018.log,pathology_named_candidate,pathology,5647,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0018_donor.csv,feature_wide_chunk_0018_donor.csv,pathology_named_candidate,pathology,1866948,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0018_metadata.csv,feature_wide_chunk_0018_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0018_normalized.csv,feature_wide_chunk_0018_normalized.csv,pathology_named_candidate,pathology,20749,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0018_summary.csv,feature_wide_chunk_0018_summary.csv,pathology_named_candidate,pathology,31669,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0019.log,feature_wide_chunk_0019.log,pathology_named_candidate,pathology,5653,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0019_donor.csv,feature_wide_chunk_0019_donor.csv,pathology_named_candidate,pathology,1863717,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0019_metadata.csv,feature_wide_chunk_0019_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0019_normalized.csv,feature_wide_chunk_0019_normalized.csv,pathology_named_candidate,pathology,20775,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0019_summary.csv,feature_wide_chunk_0019_summary.csv,pathology_named_candidate,pathology,31676,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0020.log,feature_wide_chunk_0020.log,pathology_named_candidate,pathology,5659,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0020_donor.csv,feature_wide_chunk_0020_donor.csv,pathology_named_candidate,pathology,1864579,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0020_metadata.csv,feature_wide_chunk_0020_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0020_normalized.csv,feature_wide_chunk_0020_normalized.csv,pathology_named_candidate,pathology,20773,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0020_summary.csv,feature_wide_chunk_0020_summary.csv,pathology_named_candidate,pathology,31631,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0021.log,feature_wide_chunk_0021.log,pathology_named_candidate,pathology,5621,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0021_donor.csv,feature_wide_chunk_0021_donor.csv,pathology_named_candidate,pathology,1861084,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0021_metadata.csv,feature_wide_chunk_0021_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0021_normalized.csv,feature_wide_chunk_0021_normalized.csv,pathology_named_candidate,pathology,20733,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0021_summary.csv,feature_wide_chunk_0021_summary.csv,pathology_named_candidate,pathology,31543,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0022.log,feature_wide_chunk_0022.log,pathology_named_candidate,pathology,5617,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0022_donor.csv,feature_wide_chunk_0022_donor.csv,pathology_named_candidate,pathology,1862935,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0022_metadata.csv,feature_wide_chunk_0022_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0022_normalized.csv,feature_wide_chunk_0022_normalized.csv,pathology_named_candidate,pathology,20720,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0022_summary.csv,feature_wide_chunk_0022_summary.csv,pathology_named_candidate,pathology,31532,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0023.log,feature_wide_chunk_0023.log,pathology_named_candidate,pathology,5613,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0023_donor.csv,feature_wide_chunk_0023_donor.csv,pathology_named_candidate,pathology,1867276,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0023_metadata.csv,feature_wide_chunk_0023_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0023_normalized.csv,feature_wide_chunk_0023_normalized.csv,pathology_named_candidate,pathology,20741,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0023_summary.csv,feature_wide_chunk_0023_summary.csv,pathology_named_candidate,pathology,31605,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0024.log,feature_wide_chunk_0024.log,pathology_named_candidate,pathology,5617,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0024_donor.csv,feature_wide_chunk_0024_donor.csv,pathology_named_candidate,pathology,1860373,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0024_metadata.csv,feature_wide_chunk_0024_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0024_normalized.csv,feature_wide_chunk_0024_normalized.csv,pathology_named_candidate,pathology,20719,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0024_summary.csv,feature_wide_chunk_0024_summary.csv,pathology_named_candidate,pathology,31515,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0025.log,feature_wide_chunk_0025.log,pathology_named_candidate,pathology,5637,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0025_donor.csv,feature_wide_chunk_0025_donor.csv,pathology_named_candidate,pathology,1879539,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0025_metadata.csv,feature_wide_chunk_0025_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0025_normalized.csv,feature_wide_chunk_0025_normalized.csv,pathology_named_candidate,pathology,20772,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0025_summary.csv,feature_wide_chunk_0025_summary.csv,pathology_named_candidate,pathology,31809,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0026.log,feature_wide_chunk_0026.log,pathology_named_candidate,pathology,5629,.log,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0026_donor.csv,feature_wide_chunk_0026_donor.csv,pathology_named_candidate,pathology,1857041,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0026_metadata.csv,feature_wide_chunk_0026_metadata.csv,pathology_named_candidate,pathology,856,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0026_normalized.csv,feature_wide_chunk_0026_normalized.csv,pathology_named_candidate,pathology,20739,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0026_summary.csv,feature_wide_chunk_0026_summary.csv,pathology_named_candidate,pathology,31453,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0027.log,feature_wide_chunk_0027.log,pathology_named_candidate,pathology,4627,.log,False,internal_or_project,candidate_for_manual_review
