condition,target,target_key,target_alias,n_donors,pooled_oof_spearman,pooled_oof_pearson,r2,mae,rmse
external_pretrained_strict_shuffled_residual_graph_jepa_ridge,NeuN,NeuN,percent NeuN positive area_Grey matter,84,0.5358914650197428,0.5573845920592595,0.31065785985639705,0.3663643737614975,0.45400475066484297
external_pretrained_weak_diffusion_real_graph_alpha_0_05_jepa_ridge,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,84,0.20093145692011746,0.14544286296198433,-0.05565183676213192,0.6338829552793678,0.7530483931773552
external_pretrained_weak_diffusion_real_graph_alpha_0_05_jepa_ridge,AT8,AT8,percent AT8 positive area_Grey matter,84,0.41156221524754477,0.442875754233759,0.18814087294292825,0.4294299373519061,0.5226418128683231
external_pretrained_weak_diffusion_real_graph_alpha_0_05_jepa_ridge,GFAP,GFAP,percent GFAP positive area_Grey matter,84,0.25210084033613445,0.2509599418335971,0.03887845361308262,0.49251781735399824,0.6104469495290346
external_pretrained_weak_diffusion_real_graph_alpha_0_05_jepa_ridge,Iba1,Iba1,percent Iba1 positive area_Grey matter,84,-0.06390604434544903,-0.1290402164352672,-0.22818991328792215,0.3793608159319014,0.48718328261861304
external_pretrained_weak_diffusion_real_graph_alpha_0_05_jepa_ridge,NeuN,NeuN,percent NeuN positive area_Grey matter,84,0.5090007087172218,0.5310399160640239,0.2779276246155521,0.3788662365283805,0.4646579246904039
stage27c_module_pca_ridge_reference,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,84,0.3347372684013365,0.3163520312175891,0.09975961956193147,0.5908527814398361,0.6954113538288077
stage27c_module_pca_ridge_reference,AT8,AT8,percent AT8 positive area_Grey matter,84,0.5284398096588033,0.6623974952216051,0.4280899577385401,0.35143710200981665,0.4386596361996292
stage27c_module_pca_ridge_reference,GFAP,GFAP,percent GFAP positive area_Grey matter,84,0.30229826870507237,0.27877065050186,0.07752413383312962,0.4963336075201987,0.5980483240374914
stage27c_module_pca_ridge_reference,Iba1,Iba1,percent Iba1 positive area_Grey matter,84,0.016077756403766325,-0.042985908308886815,-0.09295916718496233,0.359161712235905,0.459580488795249
stage27c_module_pca_ridge_reference,NeuN,NeuN,percent NeuN positive area_Grey matter,84,0.4519590968917688,0.47243591481850106,0.20964454842080216,0.3896968592871398,0.4861320000855132
stage31_weak_residual_real_graph_alpha_0_05_reference,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,84,0.33204414295838813,0.31600256353109796,0.09956542131218349,0.5909258480482622,0.6954863562328477
stage31_weak_residual_real_graph_alpha_0_05_reference,AT8,AT8,percent AT8 positive area_Grey matter,84,0.528136073706591,0.6617975636541716,0.42724710747546824,0.3517552984063907,0.438982753685565
stage31_weak_residual_real_graph_alpha_0_05_reference,GFAP,GFAP,percent GFAP positive area_Grey matter,84,0.3040194391009416,0.2792586796340217,0.07779071941605731,0.4962670874882245,0.5979619030333984
stage31_weak_residual_real_graph_alpha_0_05_reference,Iba1,Iba1,percent Iba1 positive area_Grey matter,84,0.01565252607066923,-0.04353202637769836,-0.09365891323555298,0.3592720457767519,0.459727584032288
stage31_weak_residual_real_graph_alpha_0_05_reference,NeuN,NeuN,percent NeuN positive area_Grey matter,84,0.45199959501873044,0.4717509978896238,0.20883927819315518,0.3894818570209831,0.4863795899279116
