dataset_id,study_id,donor_id,sample_id,cell_id,matching_method,fuzzy_matching_used
GSE226267,GSE226267,1200,GSM7070271,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,1236,GSM7070314,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,1241,GSM7070275,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,1279,GSM7070289,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,1282,GSM7070304,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,230,GSM7070311,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,254,GSM7070317,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,516,GSM7070283,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,598,GSM7070290,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,656,GSM7070301,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,659,GSM7070293,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,70,GSM7070316,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,738,GSM7070284,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,773,GSM7070287,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,780,GSM7070294,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,781,GSM7070300,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,802,GSM7070295,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,820,GSM7070305,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,836,GSM7070313,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,863,GSM7070288,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,905,GSM7070319,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,906,GSM7070276,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,911,GSM7070285,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,912,GSM7070302,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,917,GSM7070291,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,921,GSM7070310,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,932,GSM7070292,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,942,GSM7070297,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,947,GSM7070315,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,960,GSM7070312,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,965,GSM7070309,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,968,GSM7070298,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,970,GSM7070318,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,978,GSM7070303,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226267,GSE226267,989,GSM7070307,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1010,GSM7080051,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1010,GSM7080151,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1020,GSM7080037,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1020,GSM7080137,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1028,GSM7080013,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1028,GSM7080113,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1034,GSM7080016,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1034,GSM7080116,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1052,GSM7080022,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1052,GSM7080122,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1055,GSM7080017,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1055,GSM7080117,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1092,GSM7080018,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1092,GSM7080118,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1111,GSM7080042,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1111,GSM7080142,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1120,GSM7080019,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1120,GSM7080119,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1147,GSM7080040,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1147,GSM7080140,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1160,GSM7080020,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1160,GSM7080120,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1162,GSM7080049,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1162,GSM7080149,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1180,GSM7080028,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1180,GSM7080128,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1200,GSM7080058,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1200,GSM7080158,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1236,GSM7080056,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1236,GSM7080156,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1237,GSM7080057,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1237,GSM7080157,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1241,GSM7080014,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1241,GSM7080114,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1273,GSM7080025,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1273,GSM7080125,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1279,GSM7080031,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1279,GSM7080131,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1282,GSM7080046,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,1282,GSM7080146,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,230,GSM7080054,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,230,GSM7080154,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,254,GSM7080021,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,254,GSM7080121,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,516,GSM7080023,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,516,GSM7080123,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,598,GSM7080032,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,598,GSM7080132,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,656,GSM7080043,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,656,GSM7080143,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,696,GSM7080024,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,696,GSM7080124,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,70,GSM7080060,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,70,GSM7080160,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,738,GSM7080026,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,738,GSM7080126,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,773,GSM7080029,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,773,GSM7080129,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,780,GSM7080035,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,780,GSM7080135,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,781,GSM7080041,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,781,GSM7080141,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,802,GSM7080036,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,802,GSM7080136,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,820,GSM7080048,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,820,GSM7080148,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,836,GSM7080055,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,836,GSM7080155,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,863,GSM7080030,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,863,GSM7080130,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,905,GSM7080062,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,905,GSM7080162,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,906,GSM7080015,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,906,GSM7080115,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,911,GSM7080027,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,911,GSM7080127,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,912,GSM7080044,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,912,GSM7080144,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,917,GSM7080033,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,917,GSM7080133,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,921,GSM7080053,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,921,GSM7080153,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,932,GSM7080034,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,932,GSM7080134,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,942,GSM7080038,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,942,GSM7080138,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,947,GSM7080059,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,947,GSM7080159,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,953,GSM7080047,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,953,GSM7080147,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,965,GSM7080052,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,965,GSM7080152,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,968,GSM7080039,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,968,GSM7080139,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,970,GSM7080061,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,970,GSM7080161,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,978,GSM7080045,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,978,GSM7080145,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,989,GSM7080050,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE226602,GSE226602,989,GSM7080150,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343221,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343222,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343223,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343224,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343225,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343226,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343227,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343228,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343229,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343230,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343231,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343232,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343233,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
