split_domain,cohort,study_id,canonical_person_id,split_group_id,split,assignment_method,freeze_seed,pathology_used_for_foundation_split
foundation,HVS,HVS,HVS::H15.03.006,HVS::H15.03.006,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H15.06.008,HVS::H15.06.008,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H15.06.017,HVS::H15.06.017,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H15.06.018,HVS::H15.06.018,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H16.03.001,HVS::H16.03.001,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H16.03.002,HVS::H16.03.002,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H16.03.005,HVS::H16.03.005,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H16.03.008,HVS::H16.03.008,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H16.03.010,HVS::H16.03.010,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H16.03.011,HVS::H16.03.011,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H16.06.003,HVS::H16.06.003,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H16.06.004,HVS::H16.06.004,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H16.06.008,HVS::H16.06.008,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H16.06.009,HVS::H16.06.009,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H16.06.012,HVS::H16.06.012,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H17.03.002,HVS::H17.03.002,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H17.03.012,HVS::H17.03.012,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H17.06.003,HVS::H17.06.003,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H17.06.012,HVS::H17.06.012,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H17.06.015,HVS::H17.06.015,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H17.26.005,HVS::H17.26.005,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.03.002,HVS::H18.03.002,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.03.003,HVS::H18.03.003,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.03.008,HVS::H18.03.008,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.03.009,HVS::H18.03.009,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.03.012,HVS::H18.03.012,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.03.313,HVS::H18.03.313,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.03.315,HVS::H18.03.315,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.03.323,HVS::H18.03.323,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.06.002,HVS::H18.06.002,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.06.004,HVS::H18.06.004,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.06.005,HVS::H18.06.005,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.06.359,HVS::H18.06.359,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.06.362,HVS::H18.06.362,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.06.363,HVS::H18.06.363,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.06.367,HVS::H18.06.367,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.06.368,HVS::H18.06.368,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.26.403,HVS::H18.26.403,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.26.404,HVS::H18.26.404,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H18.26.405,HVS::H18.26.405,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.03.301,HVS::H19.03.301,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.03.302,HVS::H19.03.302,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.03.306,HVS::H19.03.306,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.03.310,HVS::H19.03.310,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.03.311,HVS::H19.03.311,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.03.313,HVS::H19.03.313,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.03.314,HVS::H19.03.314,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.03.315,HVS::H19.03.315,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.03.317,HVS::H19.03.317,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.03.319,HVS::H19.03.319,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.03.322,HVS::H19.03.322,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.06.351,HVS::H19.06.351,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.06.356,HVS::H19.06.356,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.06.362,HVS::H19.06.362,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.26.403,HVS::H19.26.403,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H19.26.404,HVS::H19.26.404,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H20.03.301,HVS::H20.03.301,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H20.06.354,HVS::H20.06.354,train,sha256_seeded_stable_group_allocation,8102,False
foundation,HVS,HVS,HVS::H20.26.406,HVS::H20.26.406,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_1056,NPH52::human_NPH_1056,development,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_1082,NPH52::human_NPH_1082,development,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_886,NPH52::human_NPH_886,development,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_1068,NPH52::human_NPH_1068,sealed_holdout,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_846,NPH52::human_NPH_846,sealed_holdout,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_926,NPH52::human_NPH_926,sealed_holdout,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_1025,NPH52::human_NPH_1025,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_1031,NPH52::human_NPH_1031,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_1055,NPH52::human_NPH_1055,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_1069,NPH52::human_NPH_1069,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_1075,NPH52::human_NPH_1075,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_873,NPH52::human_NPH_873,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_878,NPH52::human_NPH_878,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_881,NPH52::human_NPH_881,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_884,NPH52::human_NPH_884,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_896,NPH52::human_NPH_896,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_898,NPH52::human_NPH_898,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_906,NPH52::human_NPH_906,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_907,NPH52::human_NPH_907,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_909,NPH52::human_NPH_909,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_910,NPH52::human_NPH_910,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_916,NPH52::human_NPH_916,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_923,NPH52::human_NPH_923,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_944,NPH52::human_NPH_944,train,sha256_seeded_stable_group_allocation,8102,False
foundation,NPH_Ctrl,NPH52,NPH52::human_NPH_976,NPH52::human_NPH_976,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.002,SEA_AD::H20.33.002,development,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.046,SEA_AD::H20.33.046,development,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.003,SEA_AD::H21.33.003,development,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.008,SEA_AD::H21.33.008,development,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.011,SEA_AD::H21.33.011,development,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.016,SEA_AD::H21.33.016,development,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.037,SEA_AD::H21.33.037,development,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.044,SEA_AD::H21.33.044,development,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.025,SEA_AD::H20.33.025,sealed_holdout,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.006,SEA_AD::H21.33.006,sealed_holdout,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.022,SEA_AD::H21.33.022,sealed_holdout,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.023,SEA_AD::H21.33.023,sealed_holdout,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.027,SEA_AD::H21.33.027,sealed_holdout,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.038,SEA_AD::H21.33.038,sealed_holdout,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.041,SEA_AD::H21.33.041,sealed_holdout,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.045,SEA_AD::H21.33.045,sealed_holdout,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H19.33.004,SEA_AD::H19.33.004,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.001,SEA_AD::H20.33.001,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.004,SEA_AD::H20.33.004,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.005,SEA_AD::H20.33.005,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.008,SEA_AD::H20.33.008,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.011,SEA_AD::H20.33.011,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.012,SEA_AD::H20.33.012,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.013,SEA_AD::H20.33.013,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.014,SEA_AD::H20.33.014,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.015,SEA_AD::H20.33.015,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.016,SEA_AD::H20.33.016,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.017,SEA_AD::H20.33.017,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.018,SEA_AD::H20.33.018,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.019,SEA_AD::H20.33.019,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.020,SEA_AD::H20.33.020,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.024,SEA_AD::H20.33.024,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.026,SEA_AD::H20.33.026,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.027,SEA_AD::H20.33.027,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.028,SEA_AD::H20.33.028,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.029,SEA_AD::H20.33.029,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.030,SEA_AD::H20.33.030,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.031,SEA_AD::H20.33.031,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.032,SEA_AD::H20.33.032,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.033,SEA_AD::H20.33.033,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.034,SEA_AD::H20.33.034,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.035,SEA_AD::H20.33.035,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.036,SEA_AD::H20.33.036,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.037,SEA_AD::H20.33.037,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.038,SEA_AD::H20.33.038,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.039,SEA_AD::H20.33.039,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.040,SEA_AD::H20.33.040,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.041,SEA_AD::H20.33.041,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.043,SEA_AD::H20.33.043,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.044,SEA_AD::H20.33.044,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H20.33.045,SEA_AD::H20.33.045,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.001,SEA_AD::H21.33.001,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.002,SEA_AD::H21.33.002,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.004,SEA_AD::H21.33.004,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.005,SEA_AD::H21.33.005,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.007,SEA_AD::H21.33.007,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.009,SEA_AD::H21.33.009,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.010,SEA_AD::H21.33.010,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.012,SEA_AD::H21.33.012,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.013,SEA_AD::H21.33.013,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.014,SEA_AD::H21.33.014,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.015,SEA_AD::H21.33.015,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.017,SEA_AD::H21.33.017,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.018,SEA_AD::H21.33.018,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.019,SEA_AD::H21.33.019,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.020,SEA_AD::H21.33.020,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.021,SEA_AD::H21.33.021,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.025,SEA_AD::H21.33.025,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.026,SEA_AD::H21.33.026,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.028,SEA_AD::H21.33.028,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.029,SEA_AD::H21.33.029,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.030,SEA_AD::H21.33.030,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.031,SEA_AD::H21.33.031,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.032,SEA_AD::H21.33.032,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.033,SEA_AD::H21.33.033,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.034,SEA_AD::H21.33.034,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.035,SEA_AD::H21.33.035,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.036,SEA_AD::H21.33.036,train,sha256_seeded_stable_group_allocation,8102,False
foundation,SEA_AD,SEA_AD,SEA_AD::H21.33.039,SEA_AD::H21.33.039,train,sha256_seeded_stable_group_allocation,8102,False
